DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
0.0,47586.0,0.03,-0.06,1.69,0.02,-0.02,0.0,0
29.0,47594.0,0.13,-0.21,6.75,0.02,-0.02,0.0,0
30.0,47602.0,0.17,-0.28,8.51,0.02,-0.02,0.0,0
30.0,47610.0,0.21,-0.31,9.12,0.02,-0.02,0.0,0
30.0,47618.0,0.21,-0.32,9.33,0.02,-0.02,0.0,0
30.0,47626.0,0.22,-0.31,9.38,0.02,-0.02,0.0,0
30.0,47634.0,0.23,-0.31,9.4,0.02,-0.02,0.0,0
30.0,47642.0,0.24,-0.29,9.4,0.02,-0.02,0.0,0
30.0,47650.0,0.24,-0.28,9.42,0.02,-0.02,0.0,0
30.0,47658.0,0.22,-0.28,9.41,0.02,-0.02,0.0,0
30.0,47666.0,0.23,-0.27,9.42,0.02,-0.02,-0.0,0
30.0,47674.0,0.23,-0.25,9.44,0.02,-0.02,0.0,0
30.0,47682.0,0.21,-0.26,9.44,0.02,-0.02,0.0,0
30.0,47690.0,0.23,-0.27,9.44,0.02,-0.02,0.0,0
30.0,47698.0,0.2,-0.28,9.43,0.02,-0.02,0.0,0
30.0,47706.0,0.2,-0.27,9.42,0.02,-0.02,0.0,0
30.0,47714.0,0.19,-0.29,9.38,0.02,-0.02,0.0,0
30.0,47722.0,0.2,-0.3,9.4,0.02,-0.02,0.0,0
30.0,47730.0,0.19,-0.3,9.41,0.02,-0.02,0.0,0
30.0,47738.0,0.19,-0.29,9.41,0.02,-0.02,0.0,0
30.0,47746.0,0.19,-0.31,9.42,0.02,-0.02,0.0,0
30.0,47754.0,0.21,-0.32,9.42,0.02,-0.02,0.0,0
30.0,47762.0,0.21,-0.34,9.42,0.02,-0.02,0.0,0
30.0,47770.0,0.23,-0.34,9.42,0.02,-0.02,0.0,0
30.0,47778.0,0.21,-0.35,9.4,0.02,-0.02,0.0,0
30.0,47786.0,0.19,-0.36,9.42,0.02,-0.02,0.0,0
30.0,47794.0,0.19,-0.37,9.41,0.02,-0.02,0.0,0
30.0,47802.0,0.2,-0.37,9.43,0.02,-0.02,0.0,0
30.0,47810.0,0.19,-0.37,9.42,0.02,-0.02,0.0,0
30.0,47818.0,0.2,-0.35,9.42,0.02,-0.02,0.0,0
30.0,47826.0,0.19,-0.35,9.44,0.02,-0.02,0.0,0
30.0,47834.0,0.19,-0.34,9.44,0.02,-0.02,0.0,0
30.0,47842.0,0.17,-0.34,9.43,0.02,-0.02,0.0,0
30.0,47850.0,0.13,-0.34,9.42,0.02,-0.02,0.0,0
30.0,47858.0,0.15,-0.33,9.4,0.02,-0.02,0.0,0
30.0,47866.0,0.16,-0.32,9.42,0.02,-0.02,0.0,0
30.0,47874.0,0.17,-0.3,9.42,0.02,-0.02,0.0,0
30.0,47882.0,0.16,-0.31,9.39,0.02,-0.02,0.0,0
30.0,47890.0,0.16,-0.29,9.41,0.02,-0.02,0.0,0
30.0,47898.0,0.18,-0.3,9.41,0.02,-0.02,0.0,0
30.0,47906.0,0.2,-0.3,9.42,0.02,-0.02,0.0,0
30.0,47914.0,0.19,-0.31,9.43,0.02,-0.02,0.0,0
30.0,47922.0,0.21,-0.3,9.42,0.02,-0.02,0.0,0
30.0,47930.0,0.23,-0.31,9.41,0.02,-0.02,0.0,0
30.0,47938.0,0.25,-0.33,9.41,0.02,-0.02,0.0,0
30.0,47946.0,0.25,-0.34,9.42,0.02,-0.02,0.0,0
13.0,47953.0,0.26,-0.3,9.42,0.02,-0.02,0.0,0
30.0,47962.0,0.25,-0.3,9.43,0.02,-0.02,0.0,0
30.0,47970.0,0.25,-0.29,9.44,0.02,-0.02,0.0,0
30.0,47978.0,0.24,-0.29,9.44,0.02,-0.02,0.0,0
65.0,47988.0,0.21,-0.3,9.42,0.02,-0.02,0.0,0
30.0,47996.0,0.18,-0.31,9.41,0.02,-0.02,0.0,0
8.0,48003.0,0.19,-0.3,9.41,0.02,-0.02,0.0,0
30.0,48011.0,0.18,-0.32,9.38,0.02,-0.02,0.0,0
30.0,48019.0,0.18,-0.3,9.4,0.02,-0.02,0.0,0
7.0,48026.0,0.19,-0.31,9.44,0.02,-0.02,0.0,0
9.0,48033.0,0.16,-0.31,9.43,0.02,-0.02,0.0,0
10.0,48040.0,0.16,-0.3,9.43,0.02,-0.02,0.0,0
6.0,48047.0,0.16,-0.3,9.44,0.02,-0.02,0.0,0
9.0,48054.0,0.16,-0.3,9.43,0.02,-0.02,0.0,0
30.0,48062.0,0.15,-0.3,9.45,0.02,-0.02,0.0,0
10.0,48069.0,0.14,-0.31,9.43,0.02,-0.02,0.0,0
8.0,48076.0,0.13,-0.33,9.42,0.02,-0.02,0.0,0
8.0,48083.0,0.14,-0.33,9.4,0.02,-0.02,0.0,0
8.0,48090.0,0.16,-0.37,9.39,0.02,-0.02,0.0,0
9.0,48097.0,0.18,-0.38,9.39,0.02,-0.02,0.0,0
10.0,48104.0,0.15,-0.38,9.4,0.02,-0.02,-0.0,0
9.0,48111.0,0.12,-0.36,9.43,0.02,-0.02,-0.0,0
8.0,48118.0,0.14,-0.34,9.47,0.02,-0.03,-0.0,0
8.0,48125.0,0.27,-0.39,9.33,0.02,-0.02,-0.0,0
8.0,48132.0,0.19,-0.36,9.33,0.03,0.01,-0.0,0
8.0,48139.0,0.06,-0.3,9.49,0.03,-0.01,-0.0,0
