DST,DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
68942,14,68945,0.05,-0.05,3.55,0.02,-0.02,0.00,0
68950,16,68953,0.12,-0.08,7.68,0.02,-0.02,-0.00,0
68959,19,68962,0.14,-0.10,8.84,0.02,-0.02,-0.00,0
68966,16,68969,0.16,-0.11,9.21,0.02,-0.02,-0.00,0
68974,19,68977,0.16,-0.10,9.37,0.02,-0.02,-0.00,0
68981,1,68984,0.16,-0.13,9.39,0.02,-0.02,-0.00,0
68988,10,68991,0.15,-0.13,9.45,0.02,-0.02,-0.00,0
68996,16,68999,0.15,-0.14,9.45,0.02,-0.02,-0.01,0
69004,10,69006,0.16,-0.16,9.46,0.02,-0.02,-0.01,0
69011,16,69014,0.13,-0.17,9.46,0.02,-0.02,-0.01,0
69019,19,69022,0.12,-0.16,9.47,0.02,-0.02,-0.01,0
69026,16,69029,0.12,-0.17,9.48,0.02,-0.02,-0.01,0
69034,13,69037,0.11,-0.17,9.48,0.02,-0.02,-0.01,0
69042,14,69045,0.14,-0.16,9.47,0.02,-0.02,-0.01,0
69049,13,69052,0.13,-0.15,9.45,0.02,-0.02,-0.01,0
69058,24,69061,0.12,-0.16,9.47,0.02,-0.02,-0.00,0
69067,2,69070,0.12,-0.16,9.45,0.02,-0.02,-0.00,0
69076,10,69079,0.10,-0.17,9.45,0.02,-0.02,-0.00,0
69086,10,69089,0.10,-0.16,9.46,0.02,-0.02,-0.00,0
69096,10,69099,0.12,-0.15,9.49,0.02,-0.02,-0.00,0
69105,13,69108,0.14,-0.13,9.46,0.02,-0.02,-0.00,0
69114,10,69117,0.11,-0.14,9.46,0.02,-0.02,-0.00,0
69121,1,69124,0.17,-0.15,9.46,0.02,-0.02,-0.00,0
69129,10,69132,0.17,-0.14,9.44,0.02,-0.02,-0.00,0
69137,14,69140,0.18,-0.13,9.47,0.02,-0.02,-0.00,0
69144,13,69147,0.20,-0.16,9.46,0.02,-0.02,-0.01,0
69152,14,69155,0.20,-0.14,9.47,0.02,-0.02,-0.01,0
69159,13,69162,0.19,-0.12,9.45,0.02,-0.02,-0.01,0
69167,14,69170,0.17,-0.13,9.45,0.02,-0.02,-0.01,0
69174,13,69177,0.15,-0.13,9.48,0.02,-0.02,-0.01,0
69182,14,69185,0.12,-0.15,9.45,0.02,-0.02,-0.00,0
69189,13,69192,0.11,-0.14,9.47,0.02,-0.02,-0.00,0
69197,14,69200,0.11,-0.16,9.46,0.02,-0.02,-0.00,0
69204,13,69207,0.11,-0.16,9.49,0.02,-0.02,-0.00,0
69212,14,69215,0.09,-0.16,9.48,0.02,-0.02,0.00,0
69219,13,69222,0.09,-0.17,9.46,0.02,-0.02,0.00,0
69227,14,69230,0.10,-0.17,9.47,0.02,-0.02,0.00,0
69234,13,69237,0.12,-0.19,9.47,0.02,-0.02,-0.00,0
69242,14,69245,0.13,-0.18,9.46,0.02,-0.02,-0.00,0
