DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
14.0,46.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
13.1,56.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
12.21,65.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.33,76.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.33,87.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.45,98.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.43,109.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
14.33,121.0,10.11,46.58,0.0,2.25,-12.87,-1.3,0
14.33,131.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
14.34,141.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
14.33,151.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
14.33,161.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
14.34,171.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
14.34,181.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.62,190.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.74,201.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.74,212.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.74,223.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.72,234.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.72,245.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.62,256.0,10.11,46.58,0.0,2.25,-12.87,-1.3,0
12.52,267.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.03,278.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.91,289.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.43,300.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.43,311.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
9.55,322.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.43,333.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.43,344.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.33,355.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.33,366.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.72,377.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
9.84,388.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
9.84,399.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
9.84,410.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
9.84,421.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.74,432.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.03,443.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.14,454.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.03,465.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
11.33,476.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.43,487.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
12.21,498.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.74,509.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
9.84,520.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
10.72,531.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
