DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
0.0,345.0,-1.25,1.02,1.96,-0.1,0.21,0.22,0
35.0,353.0,-3.38,2.71,5.38,-0.11,0.2,0.22,0
36.0,361.0,-4.15,3.28,6.76,-0.11,0.17,0.22,0
36.0,369.0,-4.36,3.5,7.39,-0.09,0.14,0.21,0
36.0,377.0,-4.41,3.59,7.69,-0.05,0.11,0.2,0
36.0,385.0,-4.49,3.69,7.8,0.0,0.08,0.18,0
37.0,393.0,-4.64,3.78,7.79,0.06,0.05,0.17,0
37.0,401.0,-4.79,3.87,7.68,0.11,0.05,0.17,0
38.0,410.0,-4.93,3.93,7.41,0.17,0.09,0.2,0
35.0,419.0,-5.03,3.93,7.16,0.2,0.15,0.24,0
35.0,427.0,-5.0,3.98,7.01,0.2,0.19,0.27,0
35.0,435.0,-4.91,4.02,6.98,0.18,0.21,0.3,0
36.0,443.0,-4.7,3.96,6.96,0.17,0.24,0.31,0
36.0,451.0,-4.42,3.86,6.9,0.15,0.29,0.32,0
36.0,459.0,-4.17,3.79,6.83,0.14,0.34,0.31,0
37.0,467.0,-3.95,3.81,6.69,0.13,0.36,0.28,0
41.0,476.0,-3.88,3.93,6.59,0.11,0.37,0.24,0
41.0,485.0,-4.06,4.03,6.69,0.06,0.33,0.18,0
41.0,494.0,-4.28,4.03,6.85,0.01,0.28,0.13,0
41.0,503.0,-4.41,4.0,7.02,-0.04,0.24,0.11,0
41.0,512.0,-4.43,3.95,7.15,-0.08,0.2,0.1,0
41.0,521.0,-4.41,3.88,7.31,-0.09,0.14,0.09,0
41.0,530.0,-4.33,3.8,7.45,-0.06,0.11,0.08,0
41.0,539.0,-4.28,3.73,7.51,-0.0,0.12,0.06,0
40.0,547.0,-4.34,3.72,7.49,0.08,0.15,0.03,0
40.0,556.0,-4.44,3.79,7.37,0.14,0.16,0.0,0
40.0,565.0,-4.62,3.89,7.18,0.19,0.15,-0.02,0
40.0,574.0,-4.81,4.0,6.93,0.21,0.13,-0.02,0
40.0,583.0,-4.93,4.13,6.7,0.19,0.14,-0.01,0
40.0,592.0,-4.94,4.26,6.55,0.16,0.16,0.03,0
40.0,601.0,-4.89,4.31,6.6,0.13,0.22,0.05,0
40.0,610.0,-4.9,4.28,6.62,0.1,0.29,0.07,0
40.0,619.0,-4.84,4.24,6.59,0.07,0.34,0.09,0
41.0,629.0,-4.73,4.14,6.65,0.05,0.35,0.09,0
41.0,638.0,-4.79,4.1,6.74,0.03,0.36,0.08,0
41.0,647.0,-4.92,4.06,6.78,0.03,0.33,0.08,0
41.0,656.0,-4.92,4.01,6.81,0.02,0.26,0.08,0
41.0,665.0,-4.85,3.95,6.83,0.02,0.19,0.08,0
41.0,674.0,-4.79,3.96,6.86,0.02,0.16,0.08,0
43.0,683.0,-4.81,3.96,6.89,0.03,0.12,0.08,0
39.0,691.0,-4.81,3.99,6.98,0.03,0.07,0.07,0
39.0,700.0,-4.85,4.04,7.07,0.04,0.05,0.06,0
42.0,710.0,-4.86,4.08,7.13,0.07,0.07,0.06,0
42.0,719.0,-4.86,4.13,7.05,0.11,0.11,0.07,0
34.0,727.0,-4.92,4.16,6.93,0.16,0.17,0.09,0
34.0,735.0,-4.95,4.2,6.79,0.19,0.23,0.13,0
34.0,743.0,-5.01,4.24,6.68,0.21,0.28,0.16,0
34.0,751.0,-5.04,4.3,6.64,0.22,0.34,0.19,0
34.0,759.0,-5.0,4.32,6.58,0.23,0.4,0.21,0
34.0,767.0,-4.92,4.26,6.47,0.24,0.46,0.23,0
34.0,775.0,-4.81,4.25,6.41,0.25,0.48,0.25,0
35.0,783.0,-4.7,4.23,6.36,0.25,0.47,0.26,0
35.0,791.0,-4.64,4.21,6.44,0.24,0.43,0.24,0
35.0,799.0,-4.51,4.2,6.5,0.23,0.4,0.21,0
35.0,807.0,-4.46,4.17,6.55,0.23,0.41,0.17,0
35.0,815.0,-4.48,4.19,6.59,0.24,0.44,0.12,0
35.0,823.0,-4.68,4.27,6.54,0.25,0.47,0.08,0
35.0,831.0,-4.95,4.36,6.46,0.26,0.46,0.06,0
34.0,839.0,-5.18,4.47,6.37,0.25,0.42,0.05,0
34.0,847.0,-5.3,4.53,6.31,0.23,0.38,0.06,0
34.0,855.0,-5.31,4.5,6.29,0.21,0.35,0.08,0
34.0,863.0,-5.28,4.47,6.27,0.19,0.35,0.09,0
34.0,871.0,-5.2,4.44,6.32,0.19,0.37,0.09,0
34.0,879.0,-5.18,4.45,6.3,0.2,0.4,0.08,0
34.0,887.0,-5.21,4.45,6.29,0.21,0.44,0.07,0
34.0,895.0,-5.29,4.45,6.2,0.22,0.48,0.05,0
34.0,903.0,-5.39,4.51,6.16,0.23,0.5,0.05,0
34.0,911.0,-5.45,4.58,6.11,0.23,0.5,0.06,0
34.0,919.0,-5.53,4.58,6.02,0.21,0.45,0.07,0
34.0,927.0,-5.6,4.58,5.91,0.19,0.35,0.08,0
34.0,935.0,-5.6,4.59,5.82,0.15,0.24,0.1,0
35.0,943.0,-5.56,4.59,5.71,0.09,0.13,0.12,0
35.0,951.0,-5.5,4.6,5.67,0.04,0.05,0.13,0
35.0,959.0,-5.41,4.62,5.81,-0.0,0.02,0.12,0
35.0,967.0,-5.4,4.64,5.96,-0.02,0.03,0.1,0
35.0,975.0,-5.45,4.61,6.04,-0.01,0.07,0.08,0
