GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
145546,0.35,-0.56,9.78,-0.04,-0.01,-0.03,0
145556,0.32,-0.61,9.83,0.01,-0.04,0.01,0
145566,0.34,-0.57,9.68,0.04,-0.04,0.04,0
145576,0.44,-0.48,9.50,0.04,-0.03,0.06,0
145586,0.61,-0.34,9.35,0.03,-0.02,0.06,0
145596,0.65,-0.25,9.33,0.01,-0.01,0.04,0
145606,0.65,-0.22,9.34,0.01,0.00,0.03,0
145616,0.52,-0.28,9.38,0.01,-0.01,0.02,0
145626,0.49,-0.38,9.42,0.01,-0.02,0.02,0
145636,0.40,-0.52,9.47,0.01,-0.02,0.02,0
145646,0.34,-0.60,9.58,0.02,-0.04,0.03,0
145656,0.39,-0.61,9.54,0.04,-0.06,0.05,0
145666,0.52,-0.54,9.44,0.04,-0.06,0.05,0
145675,0.59,-0.50,9.36,0.03,-0.05,0.04,0
145685,0.64,-0.43,9.33,0.02,-0.04,0.02,0
145694,0.64,-0.39,9.33,0.00,-0.02,-0.00,0
145703,0.68,-0.41,9.28,-0.01,-0.01,-0.02,0
145711,0.70,-0.42,9.26,-0.03,0.02,-0.03,0
145735,0.60,-0.45,9.49,-0.01,0.07,-0.01,0
145756,0.51,-0.44,9.44,0.05,0.05,0.00,0
145770,0.45,-0.43,9.50,0.06,0.02,0.01,0
145780,0.48,-0.46,9.43,0.06,-0.00,0.01,0
145791,0.50,-0.47,9.30,0.04,-0.02,0.01,0
145800,0.49,-0.46,9.35,0.02,-0.01,0.00,0
145808,0.47,-0.45,9.46,0.01,-0.01,0.00,0
145817,0.46,-0.41,9.57,0.01,0.00,0.00,0
145825,0.46,-0.41,9.56,0.02,0.02,-0.00,0
145837,0.46,-0.41,9.51,0.04,0.02,-0.01,0
145849,0.52,-0.46,9.39,0.03,0.02,-0.02,0
145861,0.43,-0.51,9.48,0.02,0.04,-0.02,0
145886,0.36,-0.42,9.63,0.05,0.04,0.00,0
145898,0.37,-0.40,9.59,0.06,0.04,0.01,0
145907,0.27,-0.45,9.54,0.07,0.02,0.02,0
145915,0.35,-0.52,9.51,0.06,0.00,0.04,0
145924,0.42,-0.54,9.39,0.06,-0.03,0.05,0
145931,0.47,-0.49,9.34,0.05,-0.04,0.06,0
145940,0.50,-0.45,9.35,0.04,-0.03,0.05,0
145949,0.46,-0.41,9.40,0.04,-0.01,0.04,0
145956,0.42,-0.40,9.40,0.04,0.00,0.03,0
145965,0.40,-0.38,9.44,0.04,0.01,0.03,0
145974,0.37,-0.38,9.48,0.04,-0.00,0.02,0
145981,0.35,-0.38,9.45,0.04,-0.01,0.01,0
145990,0.39,-0.34,9.43,0.04,-0.02,-0.00,0
145999,0.47,-0.38,9.35,0.04,-0.01,-0.01,0
146006,0.51,-0.41,9.33,0.03,0.00,-0.02,0
146015,0.50,-0.47,9.35,0.03,0.02,-0.02,0
146024,0.50,-0.49,9.38,0.03,0.03,-0.02,0
146031,0.49,-0.48,9.36,0.02,0.04,-0.01,0
146040,0.47,-0.43,9.44,0.02,0.05,-0.01,0
146049,0.48,-0.43,9.46,0.02,0.05,-0.01,0
146056,0.47,-0.45,9.43,0.02,0.06,-0.01,0
146065,0.41,-0.48,9.37,0.01,0.05,-0.00,0
146074,0.33,-0.44,9.50,0.01,0.02,0.00,0
146081,0.31,-0.40,9.66,0.02,-0.02,0.01,0
146090,0.35,-0.37,9.65,0.04,-0.04,0.01,0
146099,0.39,-0.37,9.53,0.04,-0.04,-0.00,0
146106,0.44,-0.33,9.45,0.03,-0.05,-0.01,0
146115,0.43,-0.33,9.40,0.03,-0.05,-0.02,0
