DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
39.55,351.0,-0.9,3.43,5.74,-0.19,-0.18,0.08,0
39.53,364.0,-1.17,4.42,7.74,-0.16,-0.16,0.08,0
39.53,375.0,-1.23,4.51,8.25,-0.12,-0.09,0.09,0
39.53,386.0,-1.34,4.46,8.42,-0.04,0.06,0.11,0
39.55,397.0,-1.52,4.37,8.25,0.05,0.23,0.15,0
42.64,408.0,-1.59,4.24,7.87,0.14,0.36,0.19,0
42.64,419.0,-1.68,4.1,7.57,0.19,0.48,0.22,0
42.64,430.0,-1.68,3.73,7.66,0.21,0.64,0.25,0
42.64,441.0,-1.67,3.51,7.94,0.24,0.9,0.29,0
42.62,452.0,-1.48,3.39,7.94,0.31,1.18,0.35,0
45.66,463.0,-0.93,3.4,7.67,0.4,1.34,0.35,0
38.16,474.0,-0.51,3.9,7.46,0.48,1.47,0.25,0
37.24,485.0,-0.3,4.52,7.09,0.55,1.54,0.09,0
28.9,495.0,-0.26,4.93,6.67,0.57,1.52,-0.1,0
34.91,506.0,-0.46,5.17,6.22,0.53,1.4,-0.31,0
37.47,517.0,-0.92,5.45,5.86,0.42,1.22,-0.53,0
35.6,528.0,-1.47,5.53,5.62,0.25,1.06,-0.72,0
35.14,539.0,-2.06,5.47,5.46,0.03,0.96,-0.84,0
35.84,550.0,-2.64,5.5,5.58,-0.22,0.87,-0.88,0
37.0,561.0,-3.13,5.57,5.81,-0.47,0.88,-0.87,0
35.14,572.0,-3.66,5.75,6.18,-0.71,0.94,-0.8,0
32.83,583.0,-4.11,5.78,6.44,-0.93,1.02,-0.68,0
32.29,594.0,-4.51,5.76,6.63,-1.1,1.11,-0.53,0
30.47,605.0,-4.89,5.59,6.9,-1.24,1.22,-0.33,0
28.62,615.0,-4.94,5.47,7.02,-1.34,1.24,-0.14,0
28.09,625.0,-4.67,5.15,7.21,-1.42,1.11,0.03,0
28.88,635.0,-4.28,4.74,7.45,-1.48,0.92,0.1,0
28.88,645.0,-3.95,4.54,7.77,-1.53,0.69,0.12,0
32.83,656.0,-3.85,4.45,8.15,-1.53,0.49,0.13,0
34.12,667.0,-3.91,4.35,8.56,-1.48,0.27,0.14,0
27.22,677.0,-3.95,4.13,8.91,-1.38,0.09,0.16,0
26.36,687.0,-3.8,3.84,9.34,-1.24,-0.08,0.18,0
26.36,697.0,-3.52,3.57,9.71,-1.04,-0.14,0.19,0
27.22,707.0,-3.33,3.36,9.91,-0.82,-0.13,0.2,0
27.22,717.0,-3.42,3.21,9.77,-0.59,-0.07,0.19,0
27.24,727.0,-3.64,3.19,9.5,-0.37,-0.03,0.2,0
27.22,737.0,-3.85,3.22,9.23,-0.18,-0.03,0.22,0
27.24,747.0,-3.87,3.27,9.03,-0.04,-0.05,0.25,0
28.1,757.0,-3.75,3.34,8.87,0.06,-0.06,0.28,0
28.1,767.0,-3.55,3.35,8.74,0.11,-0.05,0.29,0
28.62,777.0,-3.5,3.38,8.63,0.14,0.0,0.3,0
28.62,787.0,-3.54,3.45,8.51,0.15,0.06,0.31,0
27.81,797.0,-3.55,3.44,8.36,0.15,0.11,0.33,0
27.81,807.0,-3.48,3.46,8.19,0.17,0.15,0.34,0
29.16,817.0,-3.39,3.56,7.99,0.18,0.2,0.35,0
29.16,827.0,-3.31,3.7,7.79,0.18,0.21,0.36,0
28.36,837.0,-3.28,3.82,7.7,0.17,0.19,0.34,0
28.36,847.0,-3.19,3.87,7.58,0.15,0.18,0.31,0
28.36,857.0,-3.2,3.91,7.47,0.13,0.16,0.26,0
27.52,867.0,-3.23,3.97,7.38,0.1,0.15,0.21,0
27.52,877.0,-3.36,3.95,7.34,0.06,0.13,0.16,0
27.52,887.0,-3.32,3.97,7.34,0.01,0.1,0.14,0
26.64,897.0,-3.3,3.91,7.37,-0.03,0.11,0.12,0
26.66,907.0,-3.34,3.85,7.39,-0.06,0.11,0.11,0
26.64,917.0,-3.47,3.82,7.42,-0.08,0.1,0.1,0
26.66,927.0,-3.52,3.79,7.46,-0.09,0.07,0.09,0
25.76,937.0,-3.56,3.73,7.59,-0.08,0.03,0.09,0
28.36,947.0,-3.48,3.68,7.7,-0.06,-0.01,0.1,0
28.36,957.0,-3.42,3.66,7.85,-0.03,-0.02,0.1,0
29.14,967.0,-3.37,3.68,7.98,-0.0,-0.02,0.1,0
29.16,977.0,-3.37,3.7,8.01,0.04,-0.01,0.11,0
27.81,987.0,-3.37,3.68,7.96,0.07,-0.03,0.1,0
26.93,997.0,-3.42,3.67,7.92,0.1,-0.04,0.1,0
26.05,1007.0,-3.43,3.66,7.87,0.12,-0.05,0.09,0
26.05,1017.0,-3.42,3.64,7.91,0.13,-0.03,0.09,0
26.05,1027.0,-3.45,3.68,7.91,0.13,-0.0,0.08,0
26.07,1037.0,-3.62,3.8,7.88,0.11,0.03,0.08,0
28.64,1047.0,-3.65,3.89,7.83,0.1,0.03,0.08,0
28.1,1057.0,-3.56,3.86,7.89,0.08,0.02,0.08,0
27.24,1067.0,-3.44,3.91,7.97,0.06,0.02,0.07,0
26.36,1077.0,-3.36,3.94,8.09,0.06,0.02,0.05,0
26.34,1087.0,-3.39,3.93,8.16,0.06,0.03,0.02,0
25.47,1097.0,-3.51,3.9,8.14,0.08,0.04,-0.0,0
25.47,1107.0,-3.64,3.89,8.04,0.1,0.03,-0.02,0
25.47,1117.0,-3.71,3.86,7.93,0.12,0.02,-0.02,0
28.9,1127.0,-3.78,3.89,7.77,0.13,0.01,-0.01,0
28.88,1137.0,-3.82,3.92,7.67,0.13,-0.01,0.01,0
28.88,1147.0,-3.79,3.96,7.66,0.11,-0.02,0.03,0
28.9,1157.0,-3.68,3.99,7.67,0.08,-0.02,0.04,0
27.52,1167.0,-3.56,4.0,7.69,0.07,-0.0,0.04,0
27.52,1177.0,-3.47,4.0,7.66,0.06,0.0,0.03,0
27.5,1187.0,-3.43,4.03,7.67,0.07,-0.01,0.01,0
26.64,1197.0,-3.41,4.02,7.7,0.08,-0.03,-0.02,0
26.64,1207.0,-3.38,4.02,7.66,0.09,-0.06,-0.04,0
25.76,1217.0,-3.39,4.02,7.64,0.1,-0.07,-0.06,0
25.78,1227.0,-3.39,4.01,7.63,0.1,-0.07,-0.07,0
25.78,1237.0,-3.45,3.96,7.65,0.09,-0.05,-0.08,0
