DST,DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
825257.0,1811.0,825261.0,0.13,-0.05,9.41,0.02,-0.02,0.0,0
825267.0,1811.0,825271.0,0.11,-0.06,9.38,0.02,-0.02,0.0,0
825277.0,1811.0,825281.0,0.15,-0.05,9.39,0.02,-0.02,0.0,0
825287.0,1811.0,825291.0,0.15,-0.06,9.41,0.02,-0.02,0.0,0
825297.0,1887.0,825301.0,0.16,-0.05,9.43,0.02,-0.02,0.0,0
825307.0,1811.0,825311.0,0.14,-0.06,9.43,0.02,-0.02,0.0,0
825317.0,1887.0,825321.0,0.14,-0.04,9.42,0.02,-0.02,0.0,0
825327.0,1887.0,825331.0,0.11,-0.05,9.41,0.02,-0.02,0.0,0
825337.0,1887.0,825341.0,0.12,-0.04,9.41,0.02,-0.02,0.0,0
825347.0,2064.0,825351.0,0.11,-0.06,9.41,0.02,-0.02,0.0,0
825357.0,1887.0,825361.0,0.15,-0.05,9.41,0.02,-0.02,0.0,0
825367.0,2064.0,825371.0,0.12,-0.06,9.39,0.02,-0.02,0.0,0
825377.0,1887.0,825381.0,0.12,-0.04,9.39,0.02,-0.02,0.0,0
825387.0,2064.0,825391.0,0.12,-0.04,9.43,0.02,-0.02,0.0,0
825397.0,1887.0,825401.0,0.13,-0.06,9.39,0.02,-0.02,0.0,0
825407.0,1887.0,825411.0,0.12,-0.07,9.42,0.02,-0.02,0.0,0
825417.0,1799.0,825421.0,0.13,-0.04,9.42,0.02,-0.02,0.0,0
825427.0,1887.0,825431.0,0.1,-0.05,9.42,0.02,-0.02,0.0,0
825437.0,2064.0,825441.0,0.12,-0.05,9.39,0.02,-0.02,0.0,0
825447.0,2064.0,825451.0,0.14,-0.06,9.41,0.02,-0.02,0.0,0
825457.0,2064.0,825461.0,0.14,-0.06,9.42,0.02,-0.02,0.0,0
825467.0,2064.0,825471.0,0.15,-0.05,9.43,0.02,-0.02,0.0,0
825477.0,2091.0,825482.0,0.15,-0.07,9.43,0.02,-0.02,0.0,0
825487.0,3798.0,825493.0,0.11,-0.05,9.38,0.02,-0.02,0.0,0
825499.0,3797.0,825505.0,0.13,-0.05,9.38,0.02,-0.02,0.0,0
825511.0,11798.0,825525.0,0.12,-0.05,9.42,0.03,-0.02,0.0,0
825531.0,3797.0,825537.0,0.13,-0.05,9.47,0.02,-0.02,0.0,0
825543.0,11798.0,825557.0,0.13,-0.04,9.43,0.02,-0.02,0.0,0
825563.0,11797.0,825577.0,0.11,-0.08,9.35,0.02,-0.02,0.0,0
825583.0,11797.0,825597.0,0.13,-0.05,9.43,0.03,-0.02,0.0,0
825603.0,3797.0,825609.0,0.13,-0.07,9.44,0.03,-0.02,0.0,0
825615.0,3797.0,825621.0,0.11,-0.02,9.41,0.02,-0.02,0.0,0
825627.0,3797.0,825633.0,0.1,-0.02,9.39,0.02,-0.02,0.0,0
825639.0,11797.0,825653.0,0.13,-0.05,9.37,0.02,-0.02,0.0,0
825659.0,3797.0,825665.0,0.11,-0.04,9.41,0.03,-0.02,0.0,0
825671.0,3797.0,825677.0,0.12,-0.04,9.45,0.02,-0.02,0.0,0
825683.0,3797.0,825689.0,0.13,-0.05,9.46,0.02,-0.02,0.0,0
825695.0,3797.0,825701.0,0.11,-0.05,9.44,0.02,-0.02,0.0,0
