DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
6.29,352.0,0.2,-0.06,7.08,0.02,-0.02,0.0,0
6.29,363.0,0.26,-0.1,8.9,0.02,-0.02,0.0,0
6.29,372.0,0.26,-0.1,9.27,0.02,-0.02,0.0,0
6.29,381.0,0.26,-0.11,9.39,0.02,-0.02,0.0,0
6.29,390.0,0.23,-0.1,9.42,0.02,-0.02,0.0,0
6.29,399.0,0.25,-0.1,9.43,0.02,-0.02,0.0,0
6.29,408.0,0.26,-0.1,9.43,0.02,-0.02,0.0,0
6.29,417.0,0.24,-0.08,9.45,0.02,-0.02,0.0,0
6.29,426.0,0.24,-0.09,9.44,0.02,-0.02,0.0,0
6.29,435.0,0.26,-0.09,9.45,0.02,-0.02,0.0,0
6.28,444.0,0.26,-0.09,9.47,0.02,-0.02,0.0,0
6.29,453.0,0.24,-0.07,9.44,0.03,-0.02,0.0,0
6.29,462.0,0.24,-0.11,9.42,0.02,-0.02,0.0,0
6.28,471.0,0.25,-0.1,9.42,0.02,-0.02,0.0,0
6.28,480.0,0.25,-0.1,9.42,0.02,-0.02,0.0,0
6.29,489.0,0.27,-0.08,9.45,0.02,-0.02,0.0,0
6.29,498.0,0.27,-0.08,9.44,0.02,-0.02,0.0,0
6.29,507.0,0.23,-0.09,9.44,0.02,-0.02,0.0,0
6.29,516.0,0.26,-0.1,9.43,0.02,-0.02,0.0,0
6.28,525.0,0.25,-0.09,9.43,0.02,-0.02,0.0,0
6.29,534.0,0.23,-0.09,9.42,0.02,-0.02,0.0,0
6.29,543.0,0.23,-0.11,9.4,0.02,-0.02,0.0,0
6.29,552.0,0.26,-0.1,9.4,0.02,-0.02,0.0,0
6.28,561.0,0.27,-0.1,9.42,0.02,-0.02,0.0,0
6.28,570.0,0.23,-0.1,9.44,0.02,-0.02,0.0,0
6.28,579.0,0.23,-0.09,9.44,0.02,-0.02,0.0,0
6.29,588.0,0.25,-0.06,9.44,0.02,-0.02,0.0,0
6.29,597.0,0.27,-0.07,9.45,0.02,-0.02,0.0,0
6.29,606.0,0.24,-0.08,9.44,0.02,-0.02,0.0,0
