DST,DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
202568.0,30.0,202572.0,0.28,-0.19,9.41,0.02,-0.02,0.0,0
202578.0,30.0,202582.0,0.26,-0.2,9.4,0.02,-0.02,0.0,0
202588.0,30.0,202592.0,0.26,-0.18,9.42,0.02,-0.02,0.0,0
202598.0,30.0,202602.0,0.26,-0.17,9.43,0.02,-0.02,0.0,0
202608.0,30.0,202612.0,0.23,-0.17,9.4,0.03,-0.02,0.0,0
202618.0,30.0,202622.0,0.23,-0.18,9.42,0.03,-0.01,0.0,0
202628.0,30.0,202632.0,0.23,-0.18,9.42,0.03,-0.02,0.0,0
202638.0,30.0,202642.0,0.26,-0.2,9.41,0.02,-0.02,0.0,0
202648.0,30.0,202652.0,0.24,-0.22,9.45,0.02,-0.02,0.0,0
202658.0,30.0,202662.0,0.25,-0.2,9.43,0.02,-0.02,0.0,0
202668.0,30.0,202672.0,0.24,-0.21,9.41,0.02,-0.02,0.0,0
202678.0,30.0,202682.0,0.25,-0.16,9.4,0.02,-0.02,0.0,0
202688.0,30.0,202692.0,0.24,-0.17,9.38,0.02,-0.02,0.0,0
202698.0,30.0,202702.0,0.23,-0.17,9.42,0.03,-0.02,0.0,0
202708.0,30.0,202712.0,0.2,-0.18,9.43,0.03,-0.01,0.0,0
202718.0,30.0,202722.0,0.26,-0.17,9.45,0.02,-0.02,0.0,0
202728.0,30.0,202732.0,0.24,-0.17,9.44,0.02,-0.02,0.0,0
202738.0,30.0,202742.0,0.27,-0.19,9.44,0.02,-0.02,0.0,0
202748.0,30.0,202752.0,0.23,-0.19,9.39,0.02,-0.02,0.0,0
202758.0,30.0,202762.0,0.23,-0.19,9.36,0.02,-0.02,0.0,0
202768.0,30.0,202772.0,0.24,-0.19,9.36,0.02,-0.02,0.0,0
202778.0,30.0,202782.0,0.21,-0.2,9.39,0.02,-0.02,0.0,0
202788.0,30.0,202792.0,0.21,-0.2,9.38,0.02,-0.02,0.0,0
202798.0,1.0,202801.0,0.24,-0.2,9.38,0.02,-0.02,0.0,0
202807.0,30.0,202811.0,0.25,-0.2,9.44,0.02,-0.02,0.0,0
202818.0,21.0,202822.0,0.24,-0.18,9.44,0.02,-0.02,0.0,0
202826.0,69.0,202833.0,0.24,-0.18,9.41,0.02,-0.02,0.0,0
202848.0,14.0,202851.0,0.25,-0.19,9.43,0.03,-0.02,0.0,0
202881.0,18.0,202884.0,0.22,-0.19,9.39,0.02,-0.02,0.0,0
202890.0,14.0,202893.0,0.23,-0.2,9.39,0.02,-0.02,0.0,0
202899.0,27.0,202903.0,0.24,-0.21,9.41,0.02,-0.02,0.0,0
202909.0,0.0,203009.0,0.25,-0.18,9.42,0.03,-0.02,0.0,0
203023.0,12.0,203027.0,0.25,-0.18,9.42,0.02,-0.02,0.0,0
203042.0,8.0,203045.0,0.23,-0.21,9.41,0.02,-0.02,0.0,0
203053.0,7.0,203057.0,0.25,-0.2,9.4,0.02,-0.02,0.0,0
203065.0,15.0,203068.0,0.24,-0.19,9.43,0.02,-0.02,0.0,0
203074.0,11.0,203078.0,0.23,-0.19,9.45,0.03,-0.02,0.0,0
203082.0,15.0,203085.0,0.24,-0.19,9.44,0.02,-0.02,0.0,0
203090.0,7.0,203094.0,0.23,-0.19,9.43,0.02,-0.02,0.0,0
203099.0,19.0,203102.0,0.24,-0.18,9.4,0.02,-0.02,0.0,0
203107.0,14.0,203110.0,0.22,-0.18,9.42,0.02,-0.02,0.0,0
203115.0,7.0,203119.0,0.24,-0.17,9.44,0.02,-0.02,0.0,0
203124.0,14.0,203127.0,0.24,-0.17,9.41,0.02,-0.02,0.0,0
203133.0,12.0,203136.0,0.22,-0.17,9.4,0.02,-0.02,0.0,0
203142.0,9.0,203145.0,0.23,-0.18,9.41,0.02,-0.02,0.0,0
203149.0,10.0,203152.0,0.23,-0.19,9.4,0.02,-0.02,0.0,0
203157.0,15.0,203160.0,0.24,-0.2,9.41,0.02,-0.02,0.0,0
203165.0,7.0,203169.0,0.22,-0.19,9.41,0.02,-0.02,0.0,0
203174.0,19.0,203177.0,0.2,-0.17,9.38,0.02,-0.02,0.0,0
203182.0,14.0,203185.0,0.23,-0.18,9.41,0.02,-0.02,0.0,0
203190.0,7.0,203194.0,0.24,-0.18,9.42,0.02,-0.02,0.0,0
203199.0,14.0,203202.0,0.26,-0.2,9.43,0.02,-0.02,0.0,0
