DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
25.74,46.0,10.11,47.81,0.0,2.25,0.0,0.14,0
25.74,56.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
25.76,66.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
14.66,76.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.72,85.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.74,96.0,10.11,46.58,0.0,2.25,24.0,-1.02,0
10.72,107.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.72,118.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.72,129.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.74,140.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.74,151.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.74,162.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.72,173.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.74,184.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.72,195.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
11.62,206.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
13.4,218.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
14.33,228.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
14.33,238.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
14.33,248.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
14.33,258.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.43,267.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
9.53,278.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
9.55,289.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
9.55,300.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
9.55,311.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.43,322.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.43,333.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
10.45,344.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
12.21,355.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
15.29,367.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
21.36,377.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
11.91,386.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
14.66,398.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
12.5,407.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
11.33,418.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
12.81,429.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
14.33,441.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
28.86,451.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
28.6,461.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
30.17,471.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
21.66,481.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
28.34,491.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
26.33,501.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
28.34,511.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
27.22,521.0,10.11,47.81,0.0,2.25,-12.87,-1.3,0
27.5,531.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
58.86,543.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
29.4,551.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
29.66,561.0,10.11,47.81,0.0,2.25,24.0,-1.02,0
29.12,571.0,10.11,46.58,0.0,2.25,24.0,-1.02,0
