DST,DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
842893,3,842896,0.11,-0.26,9.46,0.02,-0.02,-0.00,0
842906,3,842909,0.10,-0.23,9.44,0.03,-0.02,-0.00,0
842919,3,842922,0.09,-0.28,9.45,0.02,-0.02,-0.00,0
842932,3,842935,0.14,-0.29,9.46,0.02,-0.02,-0.00,0
842945,3,842948,0.11,-0.32,9.44,0.02,-0.02,-0.00,0
842958,3,842961,0.10,-0.32,9.42,0.02,-0.02,-0.00,0
842971,3,842974,0.08,-0.30,9.45,0.02,-0.02,-0.00,0
842984,3,842987,0.08,-0.28,9.45,0.02,-0.02,-0.00,0
842997,3,843000,0.05,-0.25,9.43,0.02,-0.02,-0.00,0
843010,3,843013,0.05,-0.25,9.44,0.02,-0.02,-0.00,0
843023,3,843026,0.09,-0.28,9.43,0.03,-0.02,-0.00,0
843036,3,843039,0.10,-0.29,9.44,0.02,-0.02,-0.00,0
843049,3,843052,0.11,-0.29,9.45,0.02,-0.02,-0.00,0
843062,3,843065,0.09,-0.28,9.43,0.02,-0.02,-0.00,0
843075,3,843078,0.11,-0.29,9.45,0.02,-0.02,-0.00,0
843088,3,843091,0.12,-0.27,9.44,0.02,-0.02,-0.00,0
843101,3,843104,0.09,-0.28,9.44,0.02,-0.02,-0.00,0
843114,3,843117,0.08,-0.29,9.42,0.02,-0.02,-0.00,0
843127,3,843130,0.09,-0.28,9.42,0.02,-0.02,-0.00,0
843140,3,843143,0.10,-0.28,9.45,0.02,-0.02,-0.00,0
843152,0,844152,0.09,-0.28,9.47,0.02,-0.02,-0.00,0
844163,3,844166,0.11,-0.27,9.44,0.02,-0.02,-0.00,0
844176,3,844179,0.07,-0.27,9.44,0.02,-0.02,-0.00,0
844189,3,844192,0.08,-0.29,9.44,0.02,-0.02,-0.00,0
844202,3,844205,0.12,-0.25,9.45,0.02,-0.02,-0.00,0
844215,3,844218,0.11,-0.26,9.46,0.02,-0.02,-0.00,0
844228,3,844231,0.10,-0.28,9.44,0.02,-0.02,-0.00,0
