GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
13333,0.09,-0.19,9.43,0.02,-0.02,-0.00,1
13344,0.08,-0.17,9.44,0.02,-0.02,-0.00,1
13353,0.09,-0.16,9.46,0.02,-0.02,-0.00,1
13363,0.09,-0.17,9.47,0.02,-0.02,-0.00,1
13373,0.11,-0.16,9.45,0.02,-0.02,-0.00,1
13383,0.09,-0.15,9.45,0.02,-0.02,-0.00,1
13394,0.13,-0.16,9.48,0.02,-0.02,-0.00,1
13403,0.15,-0.17,9.46,0.03,-0.02,-0.00,1
13413,0.16,-0.17,9.45,0.03,-0.02,-0.00,1
13423,0.15,-0.19,9.44,0.02,-0.02,-0.00,1
13433,0.15,-0.19,9.44,0.02,-0.02,-0.00,1
13444,0.12,-0.20,9.43,0.02,-0.02,-0.00,1
13453,0.12,-0.21,9.44,0.02,-0.02,-0.00,1
13463,0.09,-0.19,9.45,0.02,-0.02,-0.00,1
13473,0.06,-0.20,9.46,0.02,-0.02,-0.00,1
13483,0.04,-0.18,9.43,0.02,-0.02,-0.00,1
13493,0.06,-0.17,9.41,0.02,-0.02,-0.00,1
13502,0.07,-0.17,9.44,0.02,-0.02,-0.00,1
13512,0.11,-0.17,9.45,0.02,-0.02,-0.00,1
13521,0.11,-0.17,9.45,0.02,-0.02,-0.00,1
13530,0.12,-0.18,9.45,0.02,-0.02,0.00,1
13541,0.12,-0.20,9.44,0.02,-0.02,-0.00,1
13550,0.14,-0.16,9.46,0.02,-0.02,-0.00,1
13560,0.17,-0.17,9.43,0.02,-0.02,-0.00,1
13568,0.12,-0.18,9.42,0.02,-0.02,-0.00,1
13578,0.11,-0.18,9.40,0.02,-0.02,-0.00,1
13588,0.15,-0.17,9.41,0.02,-0.02,-0.00,1
13598,0.13,-0.18,9.44,0.02,-0.02,0.00,1
13608,0.12,-0.19,9.44,0.02,-0.02,-0.00,1
13618,0.11,-0.19,9.45,0.02,-0.02,-0.00,1
13629,0.11,-0.18,9.43,0.02,-0.02,-0.00,1
13638,0.11,-0.19,9.43,0.02,-0.02,-0.00,1
13648,0.10,-0.20,9.45,0.02,-0.02,0.00,1
13658,0.06,-0.19,9.45,0.02,-0.02,-0.00,1
13668,0.04,-0.17,9.46,0.02,-0.02,-0.00,1
13679,0.06,-0.16,9.45,0.02,-0.02,-0.00,1
13689,0.06,-0.15,9.40,0.02,-0.02,-0.00,1
13699,0.13,-0.17,9.44,0.02,-0.02,-0.00,1
13709,0.15,-0.16,9.45,0.02,-0.02,-0.00,1
13719,0.16,-0.17,9.45,0.02,-0.02,-0.00,1
13729,0.16,-0.17,9.44,0.02,-0.02,0.00,1
13739,0.17,-0.18,9.43,0.02,-0.02,-0.00,1
13749,0.17,-0.18,9.44,0.02,-0.02,-0.00,1
13759,0.16,-0.18,9.44,0.02,-0.02,-0.00,1
13769,0.13,-0.18,9.45,0.02,-0.02,-0.00,1
13779,0.14,-0.20,9.44,0.02,-0.02,-0.00,1
13789,0.09,-0.20,9.46,0.02,-0.02,-0.00,1
13800,0.07,-0.18,9.46,0.02,-0.02,-0.00,1
13809,0.06,-0.18,9.45,0.02,-0.02,-0.00,1
13819,0.06,-0.17,9.44,0.02,-0.02,-0.00,1
13829,0.07,-0.17,9.45,0.02,-0.02,0.00,1
13839,0.09,-0.16,9.47,0.02,-0.02,-0.00,1
13850,0.14,-0.17,9.45,0.02,-0.02,-0.00,1
13859,0.14,-0.17,9.45,0.02,-0.02,-0.00,1
13869,0.14,-0.18,9.45,0.02,-0.02,-0.00,1
13879,0.15,-0.18,9.44,0.02,-0.02,-0.00,1
13889,0.14,-0.17,9.44,0.02,-0.02,-0.00,1
13900,0.13,-0.17,9.44,0.02,-0.02,-0.00,1
13909,0.13,-0.17,9.43,0.02,-0.02,-0.00,1
13919,0.12,-0.18,9.42,0.02,-0.02,-0.00,1
13929,0.12,-0.19,9.42,0.02,-0.02,-0.00,1
13939,0.11,-0.19,9.44,0.02,-0.02,-0.00,1
13950,0.12,-0.17,9.43,0.02,-0.02,-0.00,1
13959,0.10,-0.17,9.43,0.02,-0.02,-0.00,1
13969,0.12,-0.18,9.45,0.02,-0.02,-0.00,1
13979,0.08,-0.19,9.42,0.02,-0.02,-0.00,1
13989,0.09,-0.19,9.45,0.02,-0.02,-0.00,1
14000,0.09,-0.19,9.43,0.02,-0.02,-0.00,1
14010,0.10,-0.20,9.45,0.02,-0.02,-0.00,1
14020,0.09,-0.17,9.41,0.02,-0.02,-0.00,1
14029,0.04,-0.15,9.42,0.02,-0.02,-0.00,1
14039,0.06,-0.15,9.43,0.02,-0.02,-0.00,1
14050,0.09,-0.18,9.46,0.02,-0.02,-0.00,1
14060,0.15,-0.15,9.45,0.02,-0.02,-0.00,1
14070,0.13,-0.15,9.42,0.02,-0.02,-0.00,1
14080,0.17,-0.15,9.45,0.02,-0.02,-0.00,1
14090,0.19,-0.17,9.45,0.02,-0.02,-0.00,1
14101,0.19,-0.18,9.46,0.02,-0.02,-0.00,1
14110,0.18,-0.17,9.45,0.02,-0.02,-0.00,1
14120,0.17,-0.19,9.45,0.02,-0.02,-0.00,1
14129,0.12,-0.21,9.43,0.02,-0.02,-0.00,1
14139,0.09,-0.20,9.45,0.02,-0.02,-0.00,1
14150,0.04,-0.20,9.45,0.02,-0.02,-0.00,1
14160,0.01,-0.16,9.45,0.02,-0.02,-0.00,1
14170,-0.02,-0.17,9.46,0.02,-0.02,-0.00,1
14180,0.01,-0.14,9.43,0.03,-0.02,-0.00,1
14190,0.06,-0.15,9.44,0.03,-0.02,-0.00,1
14201,0.09,-0.18,9.42,0.03,-0.02,-0.00,1
14210,0.15,-0.17,9.42,0.03,-0.02,-0.00,1
14221,0.15,-0.17,9.41,0.02,-0.02,-0.00,1
14229,0.16,-0.16,9.43,0.03,-0.02,-0.00,1
14239,0.19,-0.16,9.46,0.02,-0.02,-0.00,1
14250,0.17,-0.16,9.43,0.02,-0.02,-0.00,1
