DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
32.72,19204.0,4.08,8.8,-2.25,-0.11,0.04,-0.16,0
32.71,19212.0,4.15,8.73,-2.18,-0.11,0.04,-0.16,0
34.03,19220.0,4.14,8.66,-2.11,-0.11,0.04,-0.16,0
34.03,19230.0,4.07,8.61,-2.05,-0.11,0.05,-0.16,0
34.05,19238.0,3.97,8.6,-2.0,-0.1,0.05,-0.15,0
33.24,19246.0,3.88,8.61,-1.93,-0.09,0.04,-0.14,0
33.24,19255.0,3.78,8.65,-1.84,-0.07,0.04,-0.13,0
33.24,19263.0,3.74,8.7,-1.85,-0.06,0.02,-0.11,0
33.26,19271.0,3.8,8.73,-1.86,-0.05,0.01,-0.1,0
33.24,19280.0,3.94,8.76,-1.87,-0.03,-0.01,-0.08,0
33.24,19288.0,4.03,8.77,-1.92,-0.02,-0.01,-0.08,0
33.24,19296.0,4.04,8.79,-1.94,-0.02,-0.01,-0.07,0
33.24,19305.0,4.07,8.81,-1.98,-0.01,-0.01,-0.07,0
33.24,19313.0,4.01,8.83,-1.97,0.0,-0.01,-0.06,0
33.26,19321.0,3.96,8.83,-1.98,0.01,-0.01,-0.05,0
33.24,19330.0,3.9,8.83,-2.01,0.01,-0.02,-0.05,0
33.24,19338.0,3.89,8.84,-2.03,0.02,-0.02,-0.04,0
33.24,19346.0,3.92,8.8,-2.04,0.02,-0.03,-0.03,0
33.24,19354.0,3.97,8.78,-2.1,0.02,-0.03,-0.02,0
33.24,19362.0,3.98,8.76,-2.11,0.03,-0.03,-0.02,0
33.24,19371.0,3.95,8.76,-2.1,0.02,-0.02,-0.02,0
33.26,19379.0,3.9,8.77,-2.1,0.02,-0.02,-0.02,0
33.24,19387.0,3.93,8.77,-2.1,0.02,-0.03,-0.01,0
33.24,19396.0,3.97,8.76,-2.12,0.02,-0.03,-0.01,0
33.24,19404.0,4.0,8.77,-2.14,0.02,-0.03,-0.01,0
33.26,19412.0,4.01,8.83,-2.15,0.02,-0.03,-0.01,0
33.24,19421.0,4.03,8.91,-2.2,0.02,-0.02,-0.01,0
33.24,19429.0,4.0,8.95,-2.18,0.02,-0.01,-0.01,0
33.24,19437.0,3.97,8.92,-2.16,0.01,-0.01,-0.01,0
33.24,19446.0,3.95,8.87,-2.14,0.01,-0.01,-0.01,0
33.24,19454.0,3.97,8.83,-2.1,0.01,-0.01,-0.01,0
33.24,19462.0,3.95,8.81,-2.09,0.01,-0.02,-0.01,0
33.26,19471.0,3.93,8.81,-2.09,0.01,-0.02,-0.0,0
33.26,19479.0,3.91,8.8,-2.07,0.01,-0.02,0.0,0
33.24,19487.0,3.92,8.81,-2.06,0.01,-0.02,0.01,0
33.24,19496.0,3.93,8.81,-2.07,0.02,-0.02,0.01,0
33.26,19504.0,3.97,8.81,-2.09,0.02,-0.02,0.02,0
33.24,19512.0,3.96,8.81,-2.08,0.02,-0.02,0.02,0
33.24,19521.0,3.98,8.83,-2.05,0.02,-0.02,0.02,0
33.24,19529.0,3.98,8.84,-2.07,0.02,-0.02,0.02,0
33.26,19538.0,3.99,8.88,-2.09,0.02,-0.02,0.02,0
33.24,19546.0,4.05,8.84,-2.06,0.02,-0.02,0.03,0
33.24,19554.0,4.08,8.82,-2.11,0.02,-0.02,0.02,0
33.24,19563.0,4.11,8.79,-2.1,0.02,-0.01,0.02,0
33.24,19571.0,4.07,8.8,-2.08,0.02,-0.01,0.02,0
33.24,19579.0,4.05,8.8,-2.05,0.02,-0.01,0.02,0
33.26,19588.0,4.02,8.79,-2.05,0.01,-0.01,0.02,0
33.24,19596.0,4.0,8.78,-2.04,0.01,-0.01,0.02,0
33.24,19604.0,4.01,8.79,-2.02,0.01,-0.01,0.02,0
33.24,19613.0,4.02,8.78,-2.01,0.01,-0.01,0.02,0
33.24,19622.0,4.03,8.75,-2.01,0.01,-0.01,0.02,0
33.24,19630.0,4.08,8.73,-2.0,0.01,-0.02,0.01,0
33.26,19638.0,4.11,8.7,-1.99,0.01,-0.02,0.01,0
33.76,19647.0,4.1,8.72,-1.96,0.02,-0.02,0.0,0
