DST,DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
3955844,39,3955849,0.05,-0.33,9.46,0.02,-0.02,0.00,0
3955863,39,3955868,0.07,-0.30,9.44,0.02,-0.02,0.00,0
3955882,39,3955887,0.06,-0.32,9.47,0.02,-0.02,0.00,0
3955901,39,3955906,0.04,-0.32,9.41,0.02,-0.02,0.00,0
3955920,39,3955925,0.03,-0.32,9.47,0.02,-0.02,0.00,0
3955939,39,3955944,0.06,-0.33,9.47,0.02,-0.02,0.00,0
3955958,39,3955963,0.06,-0.33,9.45,0.02,-0.02,0.00,0
3955977,39,3955982,0.06,-0.33,9.46,0.02,-0.02,0.00,0
3955996,39,3956001,0.08,-0.32,9.45,0.02,-0.02,0.00,0
3956015,39,3956020,0.06,-0.30,9.46,0.02,-0.02,-0.00,0
3956034,39,3956039,0.04,-0.32,9.45,0.02,-0.02,0.00,0
3956053,39,3956058,0.03,-0.31,9.43,0.02,-0.02,0.00,0
3956071,39,3956076,0.04,-0.32,9.45,0.02,-0.02,0.00,0
3956090,39,3956095,0.07,-0.31,9.46,0.02,-0.02,0.00,0
3956109,39,3956114,0.05,-0.31,9.46,0.02,-0.02,0.00,0
3956128,39,3956133,0.04,-0.32,9.47,0.02,-0.02,0.00,0
3956147,39,3956152,0.05,-0.31,9.44,0.02,-0.02,-0.00,0
3956166,39,3956171,0.06,-0.31,9.44,0.02,-0.02,0.00,0
3956185,39,3956190,0.06,-0.35,9.43,0.02,-0.02,0.00,0
3956204,39,3956209,0.07,-0.33,9.42,0.02,-0.02,0.00,0
3956223,39,3956228,0.05,-0.33,9.43,0.02,-0.02,0.00,0
3956242,39,3956247,0.05,-0.32,9.45,0.02,-0.02,0.00,0
3956261,39,3956266,0.06,-0.33,9.44,0.02,-0.02,0.00,0
3956280,39,3956285,0.06,-0.33,9.45,0.02,-0.02,0.00,0
3956299,39,3956304,0.06,-0.32,9.46,0.02,-0.02,0.00,0
3956318,39,3956323,0.06,-0.32,9.45,0.02,-0.02,0.00,0
3956337,39,3956342,0.07,-0.32,9.44,0.02,-0.02,0.00,0
3956356,39,3956361,0.09,-0.31,9.44,0.02,-0.02,0.00,0
3956375,39,3956380,0.05,-0.33,9.46,0.02,-0.02,0.00,0
3956394,39,3956399,0.06,-0.32,9.44,0.02,-0.02,0.00,0
3956413,39,3956418,0.08,-0.31,9.48,0.02,-0.02,0.00,0
3956432,39,3956437,0.05,-0.32,9.46,0.02,-0.02,0.00,0
3956451,39,3956456,0.04,-0.32,9.44,0.02,-0.02,0.00,0
3956470,39,3956475,0.06,-0.31,9.45,0.02,-0.02,0.00,0
3956489,39,3956494,0.05,-0.32,9.43,0.02,-0.02,0.00,0
3956508,39,3956513,0.06,-0.33,9.45,0.02,-0.02,0.00,0
3956527,39,3956532,0.06,-0.32,9.45,0.02,-0.02,0.00,0
3956546,39,3956551,0.04,-0.32,9.42,0.02,-0.02,0.00,0
3956565,39,3956570,0.07,-0.31,9.44,0.02,-0.02,0.00,0
3956584,39,3956589,0.07,-0.31,9.46,0.02,-0.02,0.00,0
3956603,39,3956608,0.05,-0.33,9.47,0.02,-0.02,0.00,0
3956622,39,3956627,0.06,-0.32,9.45,0.02,-0.02,0.00,0
3956641,39,3956646,0.06,-0.32,9.43,0.02,-0.02,0.00,0
3956660,39,3956665,0.06,-0.33,9.44,0.02,-0.02,0.00,0
3956679,39,3956684,0.06,-0.30,9.45,0.02,-0.02,0.00,0
3956698,39,3956703,0.05,-0.30,9.45,0.02,-0.02,0.00,0
3956717,39,3956722,0.04,-0.34,9.44,0.02,-0.02,0.00,0
3956736,39,3956741,0.06,-0.33,9.43,0.02,-0.02,0.00,0
3956755,39,3956760,0.05,-0.32,9.47,0.02,-0.02,0.00,0
3956774,39,3956779,0.06,-0.33,9.45,0.02,-0.02,0.00,0
3956793,47,3956798,0.04,-0.32,9.43,0.02,-0.02,0.00,0
3956812,39,3956817,0.07,-0.32,9.49,0.02,-0.02,0.00,0
3956831,39,3956836,0.08,-0.31,9.47,0.02,-0.02,0.00,0
3956850,39,3956855,0.06,-0.32,9.45,0.02,-0.02,0.00,0
3956869,39,3956874,0.05,-0.31,9.47,0.02,-0.02,0.00,0
3956888,39,3956893,0.06,-0.33,9.46,0.02,-0.02,0.00,0
3956907,39,3956912,0.07,-0.32,9.43,0.02,-0.02,0.00,0
3956926,39,3956931,0.04,-0.33,9.45,0.02,-0.02,0.00,0
3956945,39,3956950,0.05,-0.31,9.42,0.02,-0.02,0.00,0
3956964,39,3956969,0.07,-0.33,9.44,0.02,-0.02,0.00,0
3956983,39,3956988,0.06,-0.32,9.44,0.02,-0.02,0.00,0
3957002,39,3957007,0.06,-0.33,9.44,0.02,-0.02,0.00,0
3957021,39,3957026,0.06,-0.30,9.42,0.02,-0.02,0.00,0
3957040,39,3957045,0.05,-0.30,9.45,0.02,-0.02,0.00,0
3957059,39,3957064,0.08,-0.32,9.44,0.02,-0.02,0.00,0
3957078,39,3957083,0.06,-0.31,9.45,0.02,-0.02,0.00,0
3957097,39,3957102,0.05,-0.31,9.43,0.02,-0.02,0.00,0
3957116,39,3957121,0.06,-0.31,9.46,0.02,-0.02,0.00,0
3957135,39,3957140,0.06,-0.32,9.42,0.02,-0.02,0.00,0
3957154,39,3957159,0.06,-0.31,9.44,0.02,-0.02,0.00,0
3957173,39,3957178,0.05,-0.32,9.46,0.02,-0.02,0.00,0
3957192,39,3957197,0.05,-0.32,9.45,0.02,-0.02,0.00,0
3957211,39,3957216,0.06,-0.31,9.44,0.02,-0.02,0.00,0
3957230,39,3957235,0.07,-0.33,9.45,0.02,-0.02,0.00,0
3957249,39,3957254,0.05,-0.33,9.44,0.02,-0.02,0.00,0
3957268,39,3957273,0.06,-0.34,9.46,0.02,-0.02,0.00,0
3957287,39,3957292,0.06,-0.31,9.44,0.02,-0.02,0.00,0
3957306,39,3957311,0.07,-0.32,9.45,0.02,-0.02,0.00,0
3957325,39,3957330,0.06,-0.32,9.42,0.02,-0.02,0.00,0
3957345,39,3957350,0.06,-0.33,9.48,0.02,-0.02,0.00,0
3957364,34,3957369,0.06,-0.34,9.45,0.02,-0.02,0.00,0
3957383,39,3957388,0.03,-0.33,9.46,0.02,-0.02,0.00,0
3957402,39,3957407,0.06,-0.33,9.46,0.02,-0.02,0.00,0
3957421,39,3957426,0.06,-0.32,9.41,0.02,-0.02,0.00,0
3957440,39,3957445,0.05,-0.32,9.45,0.02,-0.02,0.00,0
3957459,39,3957464,0.07,-0.33,9.45,0.02,-0.02,0.00,0
3957478,39,3957483,0.06,-0.33,9.45,0.02,-0.02,0.00,0
3957497,39,3957502,0.07,-0.33,9.46,0.02,-0.02,0.00,0
3957516,39,3957521,0.05,-0.33,9.49,0.02,-0.02,0.00,0
3957535,39,3957540,0.04,-0.31,9.47,0.02,-0.02,0.00,0
3957554,39,3957559,0.07,-0.31,9.46,0.02,-0.02,0.00,0
3957573,39,3957578,0.06,-0.32,9.45,0.02,-0.02,0.00,0
3957592,39,3957597,0.10,-0.33,9.45,0.02,-0.02,0.00,0
3957611,39,3957616,0.07,-0.31,9.44,0.02,-0.02,0.00,0
3957630,39,3957635,0.05,-0.32,9.42,0.02,-0.02,0.00,0
3957649,39,3957654,0.07,-0.31,9.44,0.02,-0.02,0.00,0
3957668,39,3957673,0.07,-0.32,9.47,0.02,-0.02,0.00,0
3957687,39,3957692,0.05,-0.33,9.48,0.02,-0.02,0.00,0
3957706,39,3957711,0.02,-0.34,9.44,0.02,-0.02,0.00,0
3957725,39,3957730,0.07,-0.32,9.48,0.02,-0.02,0.00,0
3957744,39,3957749,0.07,-0.32,9.43,0.02,-0.02,0.00,0
3957763,39,3957768,0.05,-0.32,9.46,0.02,-0.02,0.00,0
3957782,39,3957787,0.06,-0.32,9.41,0.02,-0.02,0.00,0
3957801,39,3957806,0.09,-0.32,9.44,0.02,-0.02,-0.00,0
3957820,39,3957825,0.07,-0.33,9.49,0.02,-0.02,0.00,0
3957839,39,3957844,0.05,-0.33,9.43,0.02,-0.02,0.00,0
3957858,39,3957863,0.05,-0.32,9.45,0.02,-0.02,0.00,0
3957877,39,3957882,0.06,-0.32,9.43,0.02,-0.02,0.00,0
3957896,39,3957901,0.06,-0.31,9.44,0.02,-0.02,0.00,0
3957915,39,3957920,0.06,-0.33,9.43,0.02,-0.02,0.00,0
3957934,39,3957939,0.05,-0.33,9.48,0.02,-0.02,0.00,0
3957953,39,3957958,0.05,-0.31,9.48,0.02,-0.02,0.00,0
3957972,39,3957977,0.07,-0.31,9.45,0.02,-0.02,0.00,0
3957991,39,3957996,0.07,-0.31,9.46,0.02,-0.02,0.00,0
3958010,39,3958015,0.04,-0.32,9.42,0.02,-0.02,0.00,0
3958029,39,3958034,0.04,-0.33,9.44,0.02,-0.02,0.00,0
3958048,39,3958053,0.06,-0.31,9.45,0.02,-0.02,0.00,0
3958067,39,3958072,0.08,-0.32,9.47,0.02,-0.02,0.00,0
3958087,34,3958092,0.06,-0.32,9.44,0.02,-0.02,0.00,0
3958106,39,3958111,0.07,-0.33,9.45,0.02,-0.02,0.00,0
3958125,39,3958130,0.06,-0.31,9.44,0.02,-0.02,0.00,0
3958144,39,3958149,0.07,-0.33,9.44,0.02,-0.02,0.00,0
3958163,39,3958168,0.07,-0.31,9.45,0.02,-0.02,0.00,0
3958182,39,3958187,0.05,-0.32,9.45,0.02,-0.02,0.00,0
3958201,39,3958206,0.05,-0.31,9.44,0.02,-0.02,0.00,0
3958220,39,3958225,0.03,-0.31,9.48,0.02,-0.02,0.00,0
3958239,39,3958244,0.06,-0.31,9.42,0.02,-0.02,0.00,0
3958258,39,3958263,0.06,-0.32,9.43,0.02,-0.02,0.00,0
3958277,39,3958282,0.04,-0.32,9.45,0.02,-0.02,0.00,0
3958296,39,3958301,0.07,-0.32,9.48,0.02,-0.02,0.00,0
3958315,39,3958320,0.06,-0.32,9.44,0.02,-0.02,0.00,0
3958334,39,3958339,0.07,-0.31,9.45,0.02,-0.02,0.00,0
