GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
145546,0.35,-0.56,9.78,-0.04,-0.01,-0.03,0
145556,0.32,-0.61,9.83,0.01,-0.04,0.01,0
145566,0.34,-0.57,9.68,0.04,-0.04,0.04,0
145576,0.44,-0.48,9.50,0.04,-0.03,0.06,0
145586,0.61,-0.34,9.35,0.03,-0.02,0.06,0
145596,0.65,-0.25,9.33,0.01,-0.01,0.04,0
145606,0.65,-0.22,9.34,0.01,0.00,0.03,0
145616,0.52,-0.28,9.38,0.01,-0.01,0.02,0
145626,0.49,-0.38,9.42,0.01,-0.02,0.02,0
145636,0.40,-0.52,9.47,0.01,-0.02,0.02,0
145646,0.34,-0.60,9.58,0.02,-0.04,0.03,0
145656,0.39,-0.61,9.54,0.04,-0.06,0.05,0
145666,0.52,-0.54,9.44,0.04,-0.06,0.05,0
145675,0.59,-0.50,9.36,0.03,-0.05,0.04,0
145685,0.64,-0.43,9.33,0.02,-0.04,0.02,0
145694,0.64,-0.39,9.33,0.00,-0.02,-0.00,0
145703,0.68,-0.41,9.28,-0.01,-0.01,-0.02,0
145711,0.70,-0.42,9.26,-0.03,0.02,-0.03,0
145735,0.60,-0.45,9.49,-0.01,0.07,-0.01,0
145756,0.51,-0.44,9.44,0.05,0.05,0.00,0
145770,0.45,-0.43,9.50,0.06,0.02,0.01,0
145780,0.48,-0.46,9.43,0.06,-0.00,0.01,0
145791,0.50,-0.47,9.30,0.04,-0.02,0.01,0
145800,0.49,-0.46,9.35,0.02,-0.01,0.00,0
145808,0.47,-0.45,9.46,0.01,-0.01,0.00,0
145817,0.46,-0.41,9.57,0.01,0.00,0.00,0
145825,0.46,-0.41,9.56,0.02,0.02,-0.00,0
145837,0.46,-0.41,9.51,0.04,0.02,-0.01,0
145849,0.52,-0.46,9.39,0.03,0.02,-0.02,0
145861,0.43,-0.51,9.48,0.02,0.04,-0.02,0
145886,0.36,-0.42,9.63,0.05,0.04,0.00,0
145898,0.37,-0.40,9.59,0.06,0.04,0.01,0
145907,0.27,-0.45,9.54,0.07,0.02,0.02,0
145915,0.35,-0.52,9.51,0.06,0.00,0.04,0
145924,0.42,-0.54,9.39,0.06,-0.03,0.05,0
145931,0.47,-0.49,9.34,0.05,-0.04,0.06,0
145940,0.50,-0.45,9.35,0.04,-0.03,0.05,0
145949,0.46,-0.41,9.40,0.04,-0.01,0.04,0
145956,0.42,-0.40,9.40,0.04,0.00,0.03,0
145965,0.40,-0.38,9.44,0.04,0.01,0.03,0
145974,0.37,-0.38,9.48,0.04,-0.00,0.02,0
145981,0.35,-0.38,9.45,0.04,-0.01,0.01,0
145990,0.39,-0.34,9.43,0.04,-0.02,-0.00,0
145999,0.47,-0.38,9.35,0.04,-0.01,-0.01,0
146006,0.51,-0.41,9.33,0.03,0.00,-0.02,0
146015,0.50,-0.47,9.35,0.03,0.02,-0.02,0
146024,0.50,-0.49,9.38,0.03,0.03,-0.02,0
146031,0.49,-0.48,9.36,0.02,0.04,-0.01,0
146040,0.47,-0.43,9.44,0.02,0.05,-0.01,0
146049,0.48,-0.43,9.46,0.02,0.05,-0.01,0
146056,0.47,-0.45,9.43,0.02,0.06,-0.01,0
146065,0.41,-0.48,9.37,0.01,0.05,-0.00,0
146074,0.33,-0.44,9.50,0.01,0.02,0.00,0
146081,0.31,-0.40,9.66,0.02,-0.02,0.01,0
146090,0.35,-0.37,9.65,0.04,-0.04,0.01,0
146099,0.39,-0.37,9.53,0.04,-0.04,-0.00,0
146106,0.44,-0.33,9.45,0.03,-0.05,-0.01,0
146115,0.43,-0.33,9.40,0.03,-0.05,-0.02,0
146124,0.44,-0.34,9.40,0.03,-0.05,-0.02,1
146143,0.39,-0.46,9.38,0.02,-0.06,-0.01,1
146153,0.39,-0.47,9.37,0.01,-0.06,0.00,1
146384,0.48,-0.39,9.50,0.04,-0.08,-0.04,1
146395,0.35,-0.41,9.66,0.05,-0.09,-0.04,1
146403,0.37,-0.41,9.64,0.06,-0.10,-0.04,1
146413,0.39,-0.40,9.56,0.07,-0.11,-0.04,1
146422,0.49,-0.39,9.48,0.08,-0.12,-0.04,1
146485,0.47,-0.44,9.58,0.04,-0.01,-0.00,1
146493,0.54,-0.41,9.53,0.03,-0.02,0.01,1
146505,0.63,-0.36,9.45,0.03,-0.02,0.01,1
146514,0.67,-0.35,9.37,0.02,-0.01,0.01,1
146522,0.62,-0.33,9.41,0.02,-0.02,0.01,1
146530,0.65,-0.32,9.45,0.03,-0.03,0.01,1
146539,0.66,-0.34,9.41,0.04,-0.03,0.01,1
146547,0.60,-0.35,9.41,0.04,-0.02,0.02,1
146555,0.61,-0.33,9.45,0.05,-0.02,0.02,1
146564,0.60,-0.35,9.43,0.04,-0.02,0.01,1
146572,0.56,-0.38,9.41,0.03,-0.02,0.01,1
146580,0.59,-0.41,9.40,0.02,-0.02,0.01,1
146589,0.61,-0.42,9.41,0.01,-0.02,0.01,1
146597,0.58,-0.43,9.42,-0.01,-0.02,0.01,1
146605,0.56,-0.42,9.42,-0.02,-0.02,0.01,1
146614,0.54,-0.40,9.42,-0.02,-0.02,0.02,1
146622,0.56,-0.35,9.43,-0.03,-0.02,0.02,1
146630,0.55,-0.33,9.50,-0.02,-0.02,0.01,1
146639,0.54,-0.33,9.50,-0.01,-0.01,0.01,1
146647,0.55,-0.33,9.52,-0.01,-0.01,0.01,1
146655,0.54,-0.33,9.49,0.00,-0.01,0.00,1
146664,0.57,-0.32,9.49,0.01,-0.02,0.00,1
146672,0.59,-0.31,9.43,0.02,-0.02,0.00,1
146680,0.62,-0.32,9.43,0.03,-0.01,0.00,1
146689,0.59,-0.37,9.42,0.04,-0.01,-0.00,1
146697,0.60,-0.39,9.40,0.05,-0.01,0.00,1
146705,0.62,-0.39,9.38,0.05,-0.01,0.00,1
146714,0.57,-0.40,9.37,0.05,-0.01,-0.00,1
146723,0.51,-0.41,9.46,0.04,-0.02,-0.00,1
146731,0.46,-0.41,9.55,0.04,-0.03,-0.00,1
146739,0.46,-0.40,9.57,0.04,-0.03,-0.00,1
146748,0.50,-0.39,9.57,0.03,-0.04,-0.01,1
146756,0.55,-0.36,9.56,0.03,-0.04,-0.01,1
146764,0.58,-0.35,9.46,0.03,-0.04,-0.02,1
146773,0.64,-0.35,9.34,0.02,-0.04,-0.02,1
146781,0.69,-0.35,9.33,0.01,-0.03,-0.02,1
146790,0.66,-0.34,9.39,0.01,-0.03,-0.02,1
146799,0.67,-0.37,9.43,0.01,-0.03,-0.01,1
146808,0.69,-0.40,9.39,0.02,-0.02,-0.01,1
146818,0.68,-0.41,9.34,0.01,-0.02,-0.00,1
146827,0.64,-0.39,9.35,0.01,-0.03,-0.00,1
146837,0.59,-0.37,9.47,0.01,-0.03,0.00,1
146845,0.60,-0.36,9.49,0.02,-0.03,0.01,1
146854,0.61,-0.36,9.45,0.03,-0.03,0.01,1
146863,0.60,-0.37,9.44,0.02,-0.03,0.00,1
146871,0.61,-0.34,9.51,0.02,-0.03,-0.00,1
146880,0.61,-0.34,9.49,0.02,-0.03,-0.01,1
146889,0.54,-0.35,9.48,0.02,-0.03,-0.01,1
146897,0.56,-0.36,9.53,0.02,-0.02,-0.01,1
146906,0.58,-0.40,9.50,0.03,-0.02,-0.01,1
146915,0.63,-0.42,9.47,0.03,-0.03,-0.01,1
146924,0.66,-0.40,9.42,0.02,-0.03,-0.01,1
146932,0.65,-0.38,9.42,0.02,-0.03,-0.01,1
146941,0.61,-0.40,9.47,0.02,-0.02,-0.01,1
146950,0.56,-0.38,9.52,0.02,-0.03,-0.01,1
146959,0.57,-0.38,9.49,0.03,-0.03,0.00,1
146968,0.61,-0.39,9.45,0.03,-0.03,0.01,1
146976,0.58,-0.39,9.44,0.03,-0.03,0.01,1
146985,0.57,-0.35,9.46,0.03,-0.03,0.01,1
146993,0.60,-0.33,9.45,0.03,-0.03,0.01,1
147002,0.66,-0.34,9.39,0.03,-0.03,0.00,1
147010,0.67,-0.35,9.39,0.03,-0.02,0.00,1
147018,0.69,-0.36,9.40,0.02,-0.01,-0.00,1
147027,0.65,-0.37,9.41,0.02,-0.01,-0.00,1
147035,0.63,-0.38,9.40,0.02,-0.02,-0.00,1
147043,0.62,-0.40,9.41,0.02,-0.02,-0.00,1
147051,0.64,-0.42,9.41,0.02,-0.02,-0.00,1
147060,0.62,-0.39,9.43,0.02,-0.02,0.00,1
147068,0.59,-0.37,9.45,0.02,-0.02,0.00,1
147076,0.51,-0.37,9.57,0.03,-0.03,0.01,1
147085,0.50,-0.37,9.58,0.04,-0.03,0.01,1
147093,0.49,-0.38,9.53,0.04,-0.03,0.01,1
147101,0.54,-0.36,9.50,0.05,-0.05,0.01,1
147110,0.63,-0.33,9.44,0.04,-0.04,0.01,1
147118,0.67,-0.32,9.40,0.04,-0.04,0.01,1
147126,0.68,-0.33,9.38,0.04,-0.04,0.00,1
147134,0.72,-0.34,9.38,0.04,-0.04,0.00,1
147143,0.66,-0.35,9.40,0.04,-0.03,0.01,1
147151,0.60,-0.36,9.51,0.05,-0.05,0.02,1
147159,0.76,-0.45,9.35,0.06,-0.04,0.01,1
147167,0.69,-0.40,9.31,0.04,-0.01,0.01,1
147175,0.62,-0.36,9.41,0.03,-0.01,0.01,1
147183,0.58,-0.34,9.50,0.04,-0.02,0.01,1
147192,0.56,-0.35,9.50,0.04,-0.02,0.01,1
147200,0.61,-0.33,9.49,0.04,-0.03,0.01,1
147208,0.62,-0.34,9.42,0.05,-0.03,0.00,1
147216,0.64,-0.35,9.35,0.04,-0.03,-0.00,1
147224,0.68,-0.35,9.35,0.04,-0.04,-0.00,1
147232,0.68,-0.35,9.40,0.03,-0.03,-0.00,1
147240,0.66,-0.37,9.46,0.03,-0.03,0.00,1
147249,0.64,-0.37,9.49,0.03,-0.02,0.00,1
147257,0.61,-0.37,9.47,0.03,-0.02,0.00,1
147265,0.57,-0.35,9.51,0.03,-0.02,-0.00,2
147575,0.55,-0.36,9.57,0.01,-0.01,0.00,2
147584,0.55,-0.36,9.50,0.02,-0.01,-0.00,2
147592,0.54,-0.35,9.46,0.02,-0.01,-0.01,2
147600,0.55,-0.34,9.51,0.03,-0.02,-0.01,2
147608,0.60,-0.35,9.52,0.04,-0.03,-0.00,2
147617,0.63,-0.36,9.44,0.05,-0.03,-0.00,2
147625,0.67,-0.37,9.35,0.04,-0.03,0.00,2
147633,0.71,-0.35,9.34,0.04,-0.02,0.01,2
147642,0.71,-0.34,9.32,0.04,-0.02,0.01,2
147650,0.68,-0.35,9.38,0.03,-0.02,0.01,2
147658,0.66,-0.32,9.41,0.03,-0.01,0.01,2
147667,0.65,-0.32,9.43,0.02,-0.01,0.01,2
147675,0.64,-0.35,9.42,0.02,-0.01,0.00,2
147685,0.63,-0.36,9.46,0.02,-0.00,0.00,2
147694,0.58,-0.36,9.50,0.03,0.00,0.00,2
147704,0.52,-0.35,9.51,0.04,-0.00,-0.00,2
147713,0.57,-0.32,9.52,0.04,-0.01,-0.00,2
147723,0.57,-0.34,9.49,0.04,-0.02,-0.01,2
147732,0.63,-0.35,9.43,0.03,-0.02,-0.01,2
147740,0.62,-0.37,9.38,0.02,-0.02,-0.01,2
147748,0.64,-0.39,9.35,0.02,-0.02,-0.00,2
147757,0.62,-0.36,9.38,0.01,-0.02,0.00,2
147765,0.62,-0.34,9.47,0.01,-0.02,0.01,2
147773,0.63,-0.34,9.50,0.02,-0.02,0.01,2
147782,0.59,-0.34,9.49,0.02,-0.01,0.01,2
147790,0.59,-0.35,9.50,0.02,-0.02,0.00,2
147798,0.59,-0.37,9.47,0.02,-0.03,0.00,2
147806,0.61,-0.37,9.45,0.02,-0.03,0.00,2
147814,0.61,-0.35,9.41,0.02,-0.02,-0.00,2
147823,0.64,-0.34,9.38,0.02,-0.02,-0.00,2
147831,0.67,-0.33,9.41,0.02,-0.01,-0.00,2
147839,0.68,-0.31,9.36,0.02,-0.01,-0.01,2
147848,0.69,-0.30,9.33,0.02,-0.01,-0.01,2
147856,0.65,-0.29,9.36,0.02,-0.00,-0.01,2
147864,0.61,-0.32,9.43,0.03,-0.00,-0.01,2
147873,0.52,-0.32,9.48,0.03,-0.01,-0.01,2
147881,0.53,-0.32,9.56,0.03,-0.01,-0.01,2
147889,0.57,-0.34,9.53,0.04,-0.01,-0.01,2
147898,0.62,-0.37,9.47,0.04,-0.02,-0.01,2
147906,0.65,-0.39,9.40,0.04,-0.02,-0.01,2
147914,0.65,-0.36,9.39,0.04,-0.02,-0.01,2
147923,0.62,-0.34,9.37,0.03,-0.02,-0.01,2
147931,0.60,-0.34,9.42,0.02,-0.02,-0.01,2
147939,0.58,-0.32,9.49,0.02,-0.03,-0.01,2
147948,0.58,-0.34,9.49,0.02,-0.03,-0.00,2
147956,0.60,-0.36,9.47,0.02,-0.02,-0.00,2
147964,0.59,-0.37,9.47,0.02,-0.02,0.00,2
147972,0.61,-0.35,9.45,0.03,-0.02,0.00,2
147981,0.60,-0.37,9.43,0.03,-0.02,0.00,2
147989,0.64,-0.36,9.35,0.04,-0.02,0.00,2
147997,0.67,-0.35,9.34,0.03,-0.01,-0.00,2
148006,0.65,-0.33,9.35,0.03,-0.01,-0.01,2
148014,0.64,-0.33,9.40,0.02,-0.00,-0.01,2
148022,0.62,-0.33,9.45,0.02,-0.00,-0.02,2
148031,0.58,-0.32,9.47,0.02,-0.01,-0.02,2
148039,0.57,-0.32,9.54,0.01,-0.01,-0.02,2
148048,0.59,-0.32,9.56,0.02,-0.02,-0.02,2
148056,0.58,-0.33,9.53,0.03,-0.02,-0.02,2
148064,0.61,-0.34,9.47,0.03,-0.02,-0.01,2
148073,0.65,-0.36,9.43,0.03,-0.02,-0.00,2
148081,0.64,-0.35,9.41,0.03,-0.02,0.01,2
148089,0.64,-0.35,9.39,0.03,-0.01,0.01,2
148098,0.61,-0.34,9.41,0.03,-0.01,0.01,2
148108,0.57,-0.34,9.44,0.02,-0.00,0.01,2
148118,0.58,-0.32,9.45,0.02,-0.01,0.00,2
148127,0.56,-0.34,9.43,0.01,-0.01,-0.01,2
148137,0.52,-0.34,9.47,0.01,-0.01,-0.01,2
148146,0.51,-0.31,9.51,0.01,-0.02,-0.01,2
148155,0.51,-0.33,9.56,0.02,-0.02,-0.01,2
148163,0.54,-0.38,9.50,0.03,-0.02,0.00,2
148172,0.61,-0.38,9.47,0.03,-0.03,0.01,2
148180,0.65,-0.34,9.41,0.03,-0.03,0.01,2
148188,0.69,-0.34,9.38,0.03,-0.03,0.01,2
148197,0.70,-0.34,9.35,0.03,-0.03,0.01,2
148205,0.70,-0.32,9.32,0.02,-0.02,0.01,2
148213,0.74,-0.32,9.31,0.02,-0.02,0.01,2
148222,0.69,-0.34,9.33,0.02,-0.02,0.01,2
148230,0.62,-0.33,9.40,0.01,-0.02,0.01,2
148238,0.60,-0.31,9.46,0.01,-0.01,0.00,2
148247,0.56,-0.33,9.47,0.02,-0.00,-0.01,2
148255,0.52,-0.34,9.46,0.02,-0.00,-0.01,2
148263,0.51,-0.33,9.53,0.03,-0.01,0.00,2
148271,0.52,-0.36,9.54,0.04,-0.01,0.01,2
148280,0.51,-0.39,9.52,0.05,-0.02,0.01,2
148288,0.55,-0.38,9.46,0.04,-0.02,0.02,2
148296,0.59,-0.38,9.44,0.03,-0.02,0.02,2
148305,0.60,-0.36,9.42,0.02,-0.01,0.02,2
148313,0.61,-0.32,9.46,0.02,-0.01,0.02,2
148321,0.59,-0.27,9.51,0.02,-0.01,0.01,2
148329,0.59,-0.26,9.57,0.03,-0.01,0.01,2
148337,0.59,-0.29,9.52,0.04,-0.01,0.01,2
148346,0.56,-0.30,9.46,0.04,-0.02,0.00,2
148354,0.58,-0.29,9.44,0.03,-0.03,-0.00,2
148362,0.61,-0.29,9.43,0.03,-0.03,-0.01,2
148371,0.59,-0.34,9.39,0.03,-0.03,-0.01,2
148379,0.62,-0.34,9.40,0.03,-0.03,-0.01,2
148387,0.63,-0.36,9.39,0.03,-0.03,-0.00,2
148396,0.67,-0.37,9.37,0.04,-0.02,0.00,2
148404,0.65,-0.38,9.35,0.04,-0.02,0.01,2
148412,0.61,-0.40,9.39,0.04,-0.01,0.01,3
148522,0.60,-0.34,9.46,-0.00,0.00,-0.00,3
148731,0.51,-0.31,9.64,0.09,-0.04,0.05,3
148742,0.72,-0.34,9.37,0.08,-0.02,0.04,3
148751,0.61,-0.28,9.37,0.06,0.03,0.02,3
148759,0.56,-0.25,9.42,0.04,0.02,0.01,3
148767,0.51,-0.28,9.44,0.03,0.01,-0.00,3
148777,0.48,-0.29,9.50,0.02,0.00,-0.01,3
148786,0.50,-0.28,9.55,0.03,-0.00,-0.01,3
148794,0.51,-0.29,9.53,0.04,-0.01,-0.00,3
148802,0.60,-0.32,9.45,0.05,-0.01,0.00,3
148812,0.69,-0.35,9.34,0.06,-0.01,0.01,3
148821,0.68,-0.35,9.30,0.05,-0.01,0.02,3
148830,0.62,-0.34,9.37,0.05,-0.01,0.03,3
148840,0.62,-0.33,9.40,0.05,-0.00,0.03,3
148850,0.55,-0.30,9.50,0.04,0.02,0.03,3
148860,0.53,-0.27,9.52,0.03,0.01,0.02,3
148870,0.52,-0.27,9.52,0.02,0.02,0.01,3
148880,0.56,-0.26,9.47,0.02,0.03,0.00,3
148890,0.55,-0.29,9.42,0.02,0.03,-0.00,3
148900,0.58,-0.28,9.42,0.01,0.01,-0.00,3
148910,0.59,-0.30,9.38,0.01,-0.01,-0.00,3
148920,0.61,-0.29,9.36,0.01,-0.02,-0.01,3
148930,0.61,-0.31,9.35,0.00,-0.02,-0.01,3
148940,0.59,-0.32,9.40,0.00,-0.01,-0.01,3
148950,0.51,-0.32,9.51,0.01,-0.02,-0.00,3
148960,0.54,-0.30,9.51,0.02,-0.03,0.00,3
148970,0.54,-0.29,9.49,0.03,-0.03,-0.00,3
148980,0.55,-0.31,9.44,0.04,-0.03,-0.00,3
148991,0.56,-0.32,9.45,0.04,-0.03,-0.01,3
148999,0.57,-0.30,9.44,0.03,-0.02,-0.01,3
149009,0.57,-0.29,9.45,0.02,-0.02,-0.01,3
149018,0.56,-0.29,9.47,0.01,-0.03,-0.02,3
149028,0.53,-0.32,9.49,0.01,-0.05,-0.02,3
149037,0.55,-0.32,9.48,0.01,-0.06,-0.02,3
149045,0.61,-0.32,9.38,0.00,-0.06,-0.01,3
149055,0.68,-0.29,9.34,-0.00,-0.05,-0.01,3
149065,0.66,-0.28,9.30,-0.00,-0.04,-0.01,3
149075,0.64,-0.30,9.36,0.00,-0.02,-0.01,3
149085,0.57,-0.33,9.39,0.01,-0.01,-0.01,3
149094,0.55,-0.34,9.45,0.01,-0.01,-0.00,3
149103,0.49,-0.33,9.50,0.02,-0.01,-0.00,3
149112,0.45,-0.37,9.54,0.02,-0.02,0.00,3
149122,0.47,-0.37,9.59,0.02,-0.04,0.01,3
149131,0.53,-0.34,9.50,0.02,-0.04,0.01,3
149139,0.59,-0.30,9.41,0.02,-0.04,0.00,3
149147,0.61,-0.25,9.40,0.01,-0.03,-0.01,3
149157,0.57,-0.25,9.45,0.01,-0.03,-0.02,3
149166,0.51,-0.27,9.49,0.02,-0.03,-0.02,3
149175,0.52,-0.28,9.56,0.03,-0.02,-0.02,3
149185,0.58,-0.30,9.50,0.04,-0.03,-0.02,3
149194,0.60,-0.35,9.42,0.04,-0.03,-0.02,3
149203,0.64,-0.38,9.38,0.03,-0.03,-0.01,3
149213,0.64,-0.39,9.36,0.03,-0.03,-0.00,3
149222,0.62,-0.38,9.36,0.02,-0.03,0.01,3
149232,0.62,-0.35,9.44,0.02,-0.03,0.02,3
149243,0.61,-0.31,9.43,0.01,-0.03,0.01,3
149252,0.59,-0.28,9.39,0.01,-0.03,0.00,3
149262,0.60,-0.29,9.46,0.01,-0.02,-0.00,3
149271,0.58,-0.28,9.48,0.02,-0.02,-0.01,3
149280,0.60,-0.26,9.46,0.03,-0.02,-0.01,3
149290,0.62,-0.29,9.43,0.04,-0.02,-0.02,3
149300,0.65,-0.30,9.46,0.04,-0.02,-0.01,3
149310,0.62,-0.36,9.37,0.04,-0.03,-0.01,3
149319,0.63,-0.36,9.33,0.03,-0.01,-0.00,3
149328,0.59,-0.32,9.47,0.02,-0.02,0.00,3
149338,0.50,-0.32,9.50,0.02,-0.03,0.00,3
149348,0.53,-0.30,9.53,0.03,-0.03,0.00,3
149358,0.57,-0.30,9.52,0.03,-0.03,-0.00,3
149368,0.59,-0.27,9.42,0.03,-0.03,-0.01,3
149377,0.66,-0.27,9.38,0.03,-0.04,-0.01,3
149387,0.65,-0.29,9.39,0.02,-0.03,-0.02,3
149395,0.64,-0.32,9.45,0.02,-0.03,-0.02,3
149405,0.61,-0.36,9.45,0.02,-0.03,-0.01,3
149415,0.61,-0.36,9.47,0.02,-0.03,-0.00,3
149425,0.59,-0.32,9.53,0.02,-0.03,0.00,3
149436,0.61,-0.32,9.43,0.02,-0.03,0.00,3
149444,0.61,-0.34,9.39,0.02,-0.03,0.00,3
149454,0.59,-0.33,9.36,0.02,-0.02,0.01,3
149463,0.62,-0.33,9.34,0.02,-0.02,0.01,3
149473,0.59,-0.32,9.38,0.02,-0.02,0.00,3
149482,0.57,-0.30,9.45,0.02,-0.01,-0.00,3
149492,0.55,-0.31,9.44,0.02,-0.01,-0.01,3
149502,0.58,-0.29,9.45,0.02,-0.01,-0.01,3
149512,0.58,-0.31,9.48,0.02,-0.02,-0.01,3
149522,0.57,-0.31,9.45,0.02,-0.02,-0.00,3
149532,0.61,-0.30,9.45,0.02,-0.02,0.00,3
149542,0.64,-0.30,9.45,0.03,-0.02,0.00,3
149552,0.62,-0.29,9.45,0.03,-0.02,0.00,3
149562,0.62,-0.26,9.44,0.03,-0.02,-0.00,3
149572,0.61,-0.28,9.46,0.04,-0.02,-0.01,3
149582,0.59,-0.29,9.48,0.04,-0.02,-0.00,3
149592,0.57,-0.30,9.49,0.05,-0.03,0.01,3
149602,0.62,-0.31,9.41,0.05,-0.03,0.01,3
149611,0.63,-0.33,9.35,0.04,-0.02,0.02,3
149620,0.62,-0.34,9.35,0.03,-0.02,0.01,3
149630,0.60,-0.31,9.42,0.02,-0.01,0.01,3
149638,0.61,-0.31,9.42,0.01,-0.01,0.00,3
149648,0.54,-0.33,9.44,0.00,-0.01,-0.01,3
149657,0.53,-0.31,9.52,0.00,-0.01,-0.01,3
