DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
54.16,8221450.0,-2.49,0.44,-10.01,0.02,-0.02,0.0,0
54.12,8221460.0,-2.47,0.45,-9.98,0.02,-0.02,0.0,0
53.72,8221469.0,-2.5,0.44,-9.97,0.03,-0.02,0.0,0
54.05,8221479.0,-2.47,0.45,-9.96,0.02,-0.02,0.0,0
54.09,8221490.0,-2.48,0.46,-9.96,0.02,-0.02,0.0,0
53.72,8221500.0,-2.49,0.45,-9.96,0.03,-0.02,0.0,0
53.72,8221510.0,-2.48,0.44,-9.97,0.02,-0.02,0.0,0
54.07,8221520.0,-2.47,0.47,-9.96,0.02,-0.02,0.0,0
54.07,8221530.0,-2.49,0.46,-9.97,0.02,-0.02,0.0,0
54.07,8221540.0,-2.47,0.45,-10.0,0.02,-0.02,0.0,0
54.1,8221550.0,-2.49,0.45,-9.96,0.02,-0.02,0.0,0
53.72,8221560.0,-2.49,0.44,-9.98,0.02,-0.02,0.0,0
54.07,8221568.0,-2.47,0.46,-9.98,0.02,-0.02,0.0,0
54.07,8221580.0,-2.5,0.46,-9.99,0.02,-0.02,0.0,0
54.07,8221592.0,-2.48,0.45,-9.97,0.02,-0.02,0.0,0
54.07,8221601.0,-2.48,0.46,-10.0,0.02,-0.02,0.0,0
54.07,8221611.0,-2.47,0.45,-9.97,0.02,-0.02,0.0,0
54.07,8221619.0,-2.48,0.43,-9.98,0.02,-0.02,0.0,0
53.59,8221630.0,-2.48,0.45,-9.99,0.03,-0.02,0.0,0
53.93,8221640.0,-2.47,0.43,-9.96,0.03,-0.02,0.0,0
53.95,8221650.0,-2.45,0.45,-9.99,0.02,-0.02,0.0,0
53.97,8221660.0,-2.48,0.44,-9.99,0.02,-0.02,0.0,0
53.97,8221670.0,-2.48,0.45,-9.97,0.03,-0.02,0.0,0
54.0,8221680.0,-2.49,0.44,-9.97,0.03,-0.02,0.0,0
53.98,8221690.0,-2.47,0.45,-9.97,0.02,-0.02,0.0,0
54.0,8221700.0,-2.49,0.46,-9.97,0.02,-0.02,0.0,0
54.0,8221710.0,-2.48,0.46,-9.96,0.02,-0.02,0.0,0
53.98,8221720.0,-2.47,0.45,-9.98,0.02,-0.02,0.0,0
54.02,8221730.0,-2.49,0.44,-9.97,0.02,-0.02,0.0,0
54.02,8221740.0,-2.47,0.44,-9.98,0.02,-0.02,0.0,0
54.53,8221750.0,-2.49,0.45,-10.0,0.02,-0.02,0.0,0
54.05,8221760.0,-2.47,0.45,-9.98,0.03,-0.02,0.0,0
54.03,8221770.0,-2.5,0.46,-9.95,0.02,-0.02,0.0,0
54.07,8221781.0,-2.49,0.44,-9.97,0.02,-0.02,0.0,0
53.71,8221789.0,-2.49,0.44,-9.97,0.02,-0.02,0.0,0
54.07,8221800.0,-2.48,0.44,-9.98,0.02,-0.02,0.0,0
54.07,8221810.0,-2.49,0.46,-9.98,0.03,-0.02,0.0,0
54.05,8221820.0,-2.47,0.44,-9.97,0.03,-0.02,0.0,0
53.71,8221831.0,-2.49,0.44,-9.96,0.02,-0.02,0.0,0
53.71,8221839.0,-2.51,0.45,-10.01,0.02,-0.02,0.0,0
54.05,8221850.0,-2.5,0.45,-9.97,0.02,-0.02,0.0,0
54.59,8221860.0,-2.5,0.45,-9.97,0.02,-0.02,0.0,0
54.07,8221870.0,-2.48,0.45,-9.99,0.02,-0.02,0.0,0
53.71,8221881.0,-2.49,0.48,-9.99,0.03,-0.02,0.0,0
53.71,8221889.0,-2.48,0.46,-9.97,0.03,-0.02,0.0,0
54.57,8221900.0,-2.5,0.45,-10.0,0.02,-0.02,0.0,0
54.05,8221910.0,-2.48,0.46,-9.97,0.02,-0.02,0.0,0
54.07,8221920.0,-2.5,0.46,-9.97,0.02,-0.02,0.0,0
53.72,8221931.0,-2.48,0.48,-9.97,0.02,-0.02,0.0,0
53.71,8221939.0,-2.5,0.48,-10.0,0.02,-0.02,0.0,0
54.05,8221950.0,-2.49,0.46,-9.97,0.02,-0.02,0.0,0
54.05,8221960.0,-2.5,0.43,-9.98,0.02,-0.02,0.0,0
54.07,8221970.0,-2.48,0.45,-9.97,0.03,-0.02,0.0,0
54.07,8221980.0,-2.48,0.46,-9.96,0.02,-0.02,0.0,0
54.05,8221990.0,-2.48,0.45,-10.01,0.02,-0.02,0.0,0
54.07,8222000.0,-2.48,0.46,-9.96,0.02,-0.02,0.0,0
53.72,8222009.0,-2.47,0.44,-10.0,0.02,-0.02,0.0,0
53.72,8222020.0,-2.5,0.44,-9.96,0.02,-0.02,0.0,0
54.05,8222030.0,-2.49,0.45,-9.96,0.03,-0.02,0.0,0
54.07,8222040.0,-2.47,0.45,-9.97,0.03,-0.02,0.0,0
54.07,8222050.0,-2.5,0.45,-9.98,0.03,-0.02,0.0,0
54.07,8222059.0,-2.47,0.45,-9.97,0.02,-0.02,0.0,0
54.05,8222070.0,-2.48,0.46,-9.96,0.02,-0.02,0.0,0
54.07,8222080.0,-2.49,0.45,-9.96,0.02,-0.02,0.0,0
54.05,8222090.0,-2.5,0.44,-9.99,0.02,-0.02,0.0,0
54.05,8222100.0,-2.46,0.45,-9.99,0.02,-0.02,0.0,0
54.05,8222109.0,-2.49,0.45,-9.98,0.02,-0.02,0.0,0
54.07,8222118.0,-2.5,0.44,-9.96,0.02,-0.02,0.0,0
54.05,8222128.0,-2.49,0.45,-9.97,0.02,-0.02,0.0,0
54.07,8222138.0,-2.5,0.45,-10.0,0.02,-0.02,0.0,0
54.07,8222148.0,-2.5,0.45,-9.98,0.02,-0.02,0.0,0
53.71,8222158.0,-2.5,0.45,-10.0,0.02,-0.02,0.0,0
54.07,8222167.0,-2.49,0.45,-9.97,0.02,-0.02,0.0,0
54.05,8222177.0,-2.49,0.46,-9.97,0.02,-0.02,0.0,0
54.07,8222187.0,-2.5,0.45,-9.99,0.02,-0.02,0.0,0
54.57,8222197.0,-2.48,0.45,-9.96,0.02,-0.02,0.0,0
