DST,DIS,GYT,ACX,ACY,ACZ,RTX,RTY,RTZ,message
919452.0,484.0,919455.0,0.19,-0.15,9.44,0.02,-0.02,0.0,0
919461.0,485.0,919464.0,0.19,-0.17,9.44,0.02,-0.02,0.0,0
919470.0,485.0,919473.0,0.21,-0.16,9.41,0.02,-0.02,0.0,0
919479.0,484.0,919482.0,0.22,-0.16,9.42,0.02,-0.02,0.0,0
919488.0,484.0,919491.0,0.19,-0.16,9.38,0.02,-0.02,0.0,0
919497.0,484.0,919500.0,0.2,-0.17,9.38,0.02,-0.02,0.0,0
919506.0,484.0,919509.0,0.23,-0.16,9.42,0.02,-0.02,0.0,0
919515.0,484.0,919518.0,0.21,-0.17,9.44,0.02,-0.02,0.0,0
919524.0,484.0,919527.0,0.21,-0.17,9.44,0.02,-0.02,0.0,0
919533.0,484.0,919536.0,0.21,-0.17,9.43,0.02,-0.02,0.0,0
919542.0,484.0,919545.0,0.21,-0.15,9.43,0.02,-0.02,0.0,0
919551.0,484.0,919554.0,0.19,-0.15,9.42,0.02,-0.02,0.0,0
919560.0,484.0,919563.0,0.18,-0.15,9.42,0.02,-0.02,0.0,0
919569.0,484.0,919572.0,0.2,-0.14,9.39,0.02,-0.02,0.0,0
919578.0,484.0,919581.0,0.21,-0.16,9.43,0.02,-0.02,0.0,0
919587.0,484.0,919590.0,0.18,-0.16,9.41,0.02,-0.02,0.0,0
919596.0,484.0,919599.0,0.21,-0.16,9.42,0.02,-0.02,0.0,0
919605.0,484.0,919608.0,0.23,-0.16,9.4,0.02,-0.02,0.0,0
919614.0,484.0,919617.0,0.22,-0.18,9.43,0.02,-0.02,0.0,0
919623.0,484.0,919626.0,0.21,-0.17,9.43,0.02,-0.02,0.0,0
919632.0,484.0,919635.0,0.2,-0.17,9.4,0.02,-0.02,0.0,0
919641.0,484.0,919644.0,0.21,-0.17,9.39,0.02,-0.02,0.0,0
919650.0,484.0,919653.0,0.22,-0.15,9.37,0.02,-0.02,0.0,0
919659.0,484.0,919662.0,0.19,-0.16,9.4,0.02,-0.02,0.0,0
919668.0,484.0,919671.0,0.18,-0.15,9.42,0.02,-0.02,0.0,0
919677.0,484.0,919680.0,0.19,-0.16,9.43,0.02,-0.02,0.0,0
919686.0,484.0,919689.0,0.19,-0.14,9.43,0.02,-0.02,0.0,0
919695.0,484.0,919698.0,0.17,-0.15,9.42,0.02,-0.02,0.0,0
919704.0,484.0,919707.0,0.21,-0.15,9.41,0.02,-0.02,0.0,0
919713.0,484.0,919716.0,0.21,-0.16,9.42,0.02,-0.02,0.0,0
919722.0,484.0,919725.0,0.21,-0.17,9.43,0.02,-0.02,0.0,0
919731.0,484.0,919734.0,0.21,-0.16,9.42,0.02,-0.02,0.0,0
919740.0,484.0,919743.0,0.21,-0.16,9.43,0.02,-0.02,0.0,0
919749.0,484.0,919752.0,0.18,-0.16,9.43,0.02,-0.02,0.0,0
919758.0,484.0,919761.0,0.2,-0.15,9.4,0.02,-0.02,0.0,0
